HOLE:	1244D
LEG:	204
TOP:	0.0180
BOTTOM:	351.7572
DEPTH_LSF	RHOB	DRHO	DRRT	PEF
m	g/cm3	g/cm3	g/cm3	barns/e-
251.4780	1.6265	0.0366	0.2010	2.9744
251.6304	1.6557	0.0482	0.1765	3.1083
251.7828	1.6631	0.0702	0.1608	3.1188
251.9352	1.6909	0.1147	0.1630	3.0651
252.0876	1.6922	0.1228	0.1680	3.0231
252.2400	1.7095	0.1176	0.1630	3.0181
252.3924	1.7105	0.0910	0.2589	2.8472
252.5448	1.7184	0.0608	0.1804	2.7706
252.6972	1.7344	0.0431	0.1187	2.6981
252.8496	1.7579	0.0480	0.0517	2.8871
253.0020	1.7694	0.0549	0.0516	3.1828
253.1544	1.7939	0.0745	0.0759	3.2515
253.3068	1.7716	0.0695	0.0904	3.1538
253.4592	1.7594	0.0712	0.1209	3.2213
253.6116	1.7424	0.0689	0.0900	3.2155
253.7640	1.7580	0.0811	0.0525	3.1722
253.9164	1.7550	0.0816	0.0427	2.9803
254.0688	1.7416	0.0697	0.1241	2.8703
254.2212	1.7402	0.0686	0.1756	2.9322
254.3736	1.7474	0.0788	0.1608	3.2503
254.5260	1.7352	0.0741	0.1694	3.3865
254.6784	1.7142	0.0691	0.1898	3.3970
254.8308	1.7060	0.0661	0.2551	3.1400
254.9832	1.7081	0.0646	0.2625	3.2263
255.1356	1.7268	0.0784	0.2416	3.2068
255.2880	1.7257	0.0802	0.1877	3.2298
255.4404	1.7319	0.0812	0.1627	3.1351
255.5928	1.7262	0.0722	0.1275	3.0943
255.7452	1.7307	0.0605	0.0797	3.0352
255.8976	1.7322	0.0508	0.0543	3.0501
256.0500	1.7370	0.0489	0.1250	3.1108
256.2024	1.7377	0.0545	0.1707	3.2388
256.3548	1.7388	0.0579	0.1833	3.1726
256.5072	1.7449	0.0694	0.1721	3.2062
256.6596	1.7363	0.0639	0.1574	3.1687
256.8120	1.7319	0.0586	0.1210	3.2722
256.9644	1.7393	0.0604	0.0779	3.2444
257.1168	1.7512	0.0723	0.1029	3.1368
257.2692	1.7190	0.0782	0.1482	3.1091
257.4216	1.6931	0.0731	0.2014	3.0214
257.5740	1.6857	0.0719	0.1688	2.8881
257.7264	1.7271	0.0804	0.0961	2.7068
257.8788	1.7323	0.0683	0.0322	2.6716
258.0312	1.7376	0.0582	0.0407	2.6848
258.1836	1.7416	0.0552	0.0496	2.7890
258.3360	1.7710	0.0688	0.0875	3.0801
258.4884	1.7763	0.0645	0.0684	3.2199
258.6408	1.7833	0.0676	0.0804	3.3360
258.7932	1.7835	0.0679	0.0848	3.2177
258.9456	1.7842	0.0753	0.1695	3.0633
259.0980	1.7685	0.0718	0.2371	2.9540
259.2504	1.7524	0.0712	0.2599	3.0288
259.4028	1.7277	0.0734	0.2298	3.3466
259.5552	1.7258	0.0772	0.1799	3.4945
259.7076	1.7401	0.0891	0.1531	3.6635
259.8600	1.7674	0.1066	0.1725	3.5240
260.0124	1.7544	0.0950	0.1740	3.5334
260.1648	1.7477	0.0695	0.1282	3.2696
260.3172	1.7149	0.0364	0.0852	3.2379
260.4696	1.7083	0.0509	0.0841	3.1440
260.6220	1.6480	0.0579	0.0966	3.0632
260.7744	1.6310	0.0770	0.1449	3.0098
260.9268	1.6248	0.0753	0.2500	2.9273
261.0792	1.6481	0.0797	0.2512	2.6710
261.2316	1.6603	0.0828	0.2086	2.6466
261.3840	1.6517	0.0869	0.1886	2.7002
261.5364	1.6187	0.0932	0.2617	3.0133
261.6888	1.5988	0.1237	0.1526	3.0893
261.8412	1.5594	0.1342	0.0602	3.0202
261.9936	1.5734	0.1334	0.1605	2.8299
262.1460	1.5652	0.0968	0.2185	2.8057
262.2984	1.6514	0.1063	0.2793	2.8191
262.4508	1.6606	0.0990	0.3176	2.8679
262.6032	1.6698	0.1083	0.2877	2.6991
262.7556	1.6313	0.0749	0.1983	2.9136
262.9080	1.6563	0.0734	0.1465	2.9717
263.0604	1.6729	0.0626	0.1211	3.1431
263.2128	1.7472	0.0906	0.1177	3.1744
263.3652	1.7505	0.0872	0.1543	3.5343
263.5176	1.7598	0.0965	0.1377	3.5333
263.6700	1.7563	0.0921	0.1433	3.3485
263.8224	1.7390	0.0792	0.1595	3.1195
263.9748	1.7261	0.0937	0.1817	2.8151
264.1272	1.6799	0.1001	0.2164	2.8246
264.2796	1.6484	0.1174	0.2351	2.7855
264.4320	1.6053	0.1106	0.2450	2.8749
264.5844	1.5953	0.1057	0.2305	2.8258
264.7368	1.5908	0.0858	0.1389	2.7666
264.8892	1.6149	0.0863	0.2130	2.7776
265.0416	1.6024	0.0829	0.3306	2.7138
265.1940	1.6028	0.0929	0.3682	2.7180
265.3464	1.6043	0.0988	0.3953	2.6903
265.4988	1.6160	0.0997	0.3849	2.7696
265.6512	1.6108	0.0929	0.3738	2.8512
265.8036	1.6276	0.1024	0.2126	2.8201
265.9560	1.6461	0.1053	0.1159	2.9357
266.1084	1.7062	0.1142	0.2216	3.0542
266.2608	1.7326	0.0973	0.2908	3.2588
266.4132	1.7516	0.0945	0.3185	3.1454
266.5656	1.6961	0.0838	0.2843	3.0111
266.7180	1.6491	0.0899	0.2076	2.9175
266.8704	1.6211	0.0952	0.1530	2.7490
267.0228	1.6162	0.0929	0.1422	2.9224
267.1752	1.6442	0.0866	0.1670	2.9166
267.3276	1.6887	0.0824	0.1863	3.1549
267.4800	1.7191	0.0768	0.1218	2.9693
267.6324	1.7230	0.0666	0.1070	2.9066
267.7848	1.7228	0.0678	0.2329	2.8859
267.9372	1.7213	0.0655	0.2788	2.9816
268.0896	1.7358	0.0701	0.2283	3.1817
268.2420	1.7482	0.0692	0.1715	3.3111
268.3944	1.7621	0.0691	0.1153	3.0923
268.5468	1.7615	0.0705	0.0828	3.0424
268.6992	1.7522	0.0653	0.1220	2.9597
268.8516	1.7481	0.0680	0.1612	3.0296
269.0040	1.7387	0.0668	0.1847	2.9497
269.1564	1.7408	0.0777	0.2183	3.0052
269.3088	1.7394	0.0816	0.2049	3.2083
269.4612	1.7323	0.0832	0.1648	3.1903
269.6136	1.7172	0.0768	0.1341	3.2081
269.7660	1.7231	0.0831	0.0981	3.1227
269.9184	1.7442	0.0901	0.0906	3.2407
270.0708	1.7636	0.0909	0.0786	3.3231
270.2232	1.7772	0.0897	0.0732	3.2291
270.3756	1.7613	0.0887	0.0947	3.1255
270.5280	1.7416	0.1068	0.1061	3.1693
270.6804	1.7420	0.1297	0.1056	3.3916
270.8328	1.7614	0.1317	0.1199	3.5576
270.9852	1.7678	0.1024	0.1030	3.2945
271.1376	1.7571	0.0748	0.1397	3.0751
271.2900	1.7394	0.0673	0.1314	2.8843
271.4424	1.7296	0.0717	0.1123	2.8846
271.5948	1.7202	0.0682	0.0800	2.7481
271.7472	1.7313	0.0732	0.1089	2.6402
271.8996	1.7437	0.0661	0.1039	2.6966
272.0520	1.7721	0.0664	0.1117	2.6998
272.2044	1.7786	0.0592	0.1709	2.6699
272.3568	1.8040	0.0730	0.2201	2.6386
272.5092	1.8120	0.0841	0.1668	2.8504
272.6616	1.8170	0.0879	0.1575	3.1229
272.8140	1.8209	0.0830	0.1907	3.2684
272.9664	1.8084	0.0637	0.1345	3.1897
273.1188	1.8032	0.0596	0.0897	3.1465
273.2712	1.7713	0.0579	0.0987	3.1142
273.4236	1.7343	0.0744	0.1773	3.0896
273.5760	1.6954	0.0925	0.2190	3.1133
273.7284	1.6639	0.1103	0.2220	2.8974
273.8808	1.6611	0.1201	0.2011	2.8294
274.0332	1.6881	0.1303	0.2223	2.7385
274.1856	1.7304	0.1389	0.2720	2.6858
274.3380	1.7483	0.1303	0.2772	2.8360
274.4904	1.7276	0.1225	0.2407	2.8912
274.6428	1.7017	0.1430	0.1409	2.9328
274.7952	1.6727	0.1374	0.0946	3.0398
274.9476	1.7041	0.1384	0.1105	3.0006
275.1000	1.7479	0.1124	0.1410	3.1527
275.2524	1.8094	0.1083	0.1678	3.0640
275.4048	1.8310	0.0930	0.2364	3.2614
275.5572	1.8472	0.0891	0.2664	3.3374
275.7096	1.7948	0.0735	0.2469	3.3600
275.8620	1.7711	0.0967	0.2134	3.1323
276.0144	1.7097	0.1022	0.2264	2.9942
276.1668	1.6982	0.1200	0.2907	2.9159
276.3192	1.6560	0.0927	0.2627	2.8595
276.4716	1.6579	0.0883	0.2504	2.7748
276.6240	1.6469	0.0817	0.2544	2.7854
276.7764	1.6471	0.0831	0.2335	3.0060
276.9288	1.6485	0.0860	0.1697	3.2296
277.0812	1.6760	0.0895	0.1247	3.2861
277.2336	1.6892	0.0772	0.1266	3.1140
277.3860	1.6978	0.0667	0.1298	3.0611
277.5384	1.7028	0.0714	0.0758	3.1780
277.6908	1.7094	0.0924	0.1021	3.2844
277.8432	1.7021	0.1033	0.2292	3.2452
277.9956	1.6639	0.0930	0.3191	3.1679
278.1480	1.6441	0.0915	0.3387	3.0139
278.3004	1.6217	0.0876	0.3395	2.9854
278.4528	1.6631	0.0999	0.3554	3.0333
278.6052	1.6941	0.0817	0.2734	3.0613
278.7576	1.7722	0.0825	0.1630	2.9578
278.9100	1.7944	0.0707	0.0669	2.8498
279.0624	1.7986	0.0647	0.0718	2.7956
279.2148	1.7862	0.0594	0.0792	2.9630
279.3672	1.7959	0.0610	0.0590	3.0905
279.5196	1.8239	0.0684	0.0572	3.2116
279.6720	1.8361	0.0694	0.0912	3.2830
279.8244	1.8333	0.0652	0.1022	3.2039
279.9768	1.8093	0.0524	0.1110	3.1477
280.1292	1.7793	0.0391	0.1340	2.9591
280.2816	1.7721	0.0378	0.1478	2.8607
280.4340	1.7705	0.0394	0.1551	2.8764
280.5864	1.7554	0.0287	0.1454	3.0779
280.7388	1.7240	0.0246	0.1386	3.1340
280.8912	1.6827	0.0285	0.2185	3.0407
281.0436	1.6787	0.0439	0.1791	2.8283
281.1960	1.6807	0.0412	0.1179	2.9180
281.3484	1.7168	0.0380	0.0749	3.0138
281.5008	1.7379	0.0315	0.0708	2.9157
281.6532	1.7359	0.0191	0.0876	2.6724
281.8056	1.7173	0.0086	0.1438	2.5171
281.9580	1.7094	0.0075	0.2321	2.5042
282.1104	1.7170	0.0235	0.2803	2.6364
282.2628	1.7179	0.0329	0.1904	2.8203
282.4152	1.7192	0.0345	0.0533	3.0484
282.5676	1.7065	0.0250	0.0452	3.2865
282.7200	1.7257	0.0433	0.0409	3.2859
282.8724	1.7129	0.0457	0.0382	3.3762
283.0248	1.7412	0.0754	0.1134	3.0955
283.1772	1.7334	0.0689	0.1288	3.1534
283.3296	1.7302	0.0678	0.0805	3.1510
283.4820	1.7061	0.0534	0.0892	3.2873
283.6344	1.7040	0.0498	0.0801	3.2777
283.7868	1.7257	0.0576	0.0786	3.2429
283.9392	1.7408	0.0509	0.0497	3.2353
284.0916	1.7657	0.0462	0.0620	3.2706
284.2440	1.7672	0.0336	0.1526	3.5153
284.3964	1.7837	0.0453	0.1657	3.6898
284.5488	1.7707	0.0509	0.1984	3.8496
284.7012	1.7294	0.0630	0.2265	3.7459
284.8536	1.6581	0.0713	0.2402	3.5436
285.0060	1.6290	0.1047	0.2686	3.1977
285.1584	1.5839	0.0807	0.2644	3.0317
285.3108	1.5838	0.0654	0.2631	2.9372
285.4632	1.5512	0.0370	0.2128	3.0739
285.6156	1.5608	0.0687	0.1642	2.9017
285.7680	1.5044	0.0763	0.1605	2.8142
285.9204	1.4614	0.0812	0.0693	2.6024
286.0728	1.4120	0.0631	0.0318	2.6732
286.2252	1.4149	0.0644	0.0946	2.6733
286.3776	1.4103	0.0549	0.1045	2.7895
286.5300	1.4581	0.0754	0.1503	2.8998
286.6824	1.4955	0.0825	0.1016	2.8526
286.8348	1.5361	0.0932	0.0689	2.8821
286.9872	1.5395	0.0995	0.0567	3.0048
287.1396	1.4874	0.0929	0.0418	2.9722
287.2920	1.4473	0.0897	0.0471	2.8367
287.4444	1.4296	0.0754	0.0699	2.5683
287.5968	1.4485	0.0714	0.0680	2.5227
287.7492	1.4445	0.0582	0.0703	2.4590
287.9016	1.4302	0.0444	0.0396	2.6465
288.0540	1.4133	0.0292	0.0311	2.8101
288.2064	1.4115	0.0223	0.0497	2.9750
288.3588	1.4385	0.0344	0.0534	2.9410
288.5112	1.4777	0.0519	0.0659	3.0356
288.6636	1.5449	0.0762	0.1015	2.9758
288.8160	1.6084	0.0857	0.1299	2.9108
288.9684	1.6644	0.0812	0.1494	2.8655
289.1208	1.6958	0.0750	0.1256	2.8951
289.2732	1.7168	0.0774	0.1373	2.7963
289.4256	1.7072	0.0655	0.1696	2.8121
289.5780	1.6883	0.0536	0.2971	2.9804
289.7304	1.6826	0.0530	0.4312	3.2338
289.8828	1.6908	0.0616	0.3939	3.1661
290.0352	1.7110	0.0807	0.2442	3.0667
290.1876	1.6983	0.0764	0.1707	2.9007
290.3400	1.6757	0.0822	0.2027	2.8777
290.4924	1.6357	0.0785	0.2923	3.0888
290.6448	1.6169	0.0863	0.2924	2.8716
290.7972	1.5909	0.0855	0.2632	2.8046
290.9496	1.5889	0.0893	0.2055	2.5269
291.1020	1.5866	0.0897	0.1674	2.7586
291.2544	1.6038	0.0993	0.2043	2.8069
291.4068	1.6057	0.0964	0.2539	2.7719
291.5592	1.5923	0.0891	0.2524	2.6826
291.7116	1.5493	0.0791	0.1900	2.6690
291.8640	1.5132	0.0773	0.1660	2.5884
292.0164	1.5036	0.0800	0.1335	2.4379
292.1688	1.5344	0.0946	0.1271	2.3896
292.3212	1.5949	0.1071	0.1088	2.5097
292.4736	1.6627	0.1130	0.1287	2.6712
292.6260	1.6923	0.1018	0.1684	2.7128
292.7784	1.6909	0.0948	0.1723	2.7692
292.9308	1.6746	0.0964	0.2271	2.9734
293.0832	1.7029	0.1148	0.2238	3.1413
293.2356	1.7621	0.1385	0.1587	3.0367
293.3880	1.6911	0.0737	0.0852	2.9542
293.5404	1.6938	0.0570	0.1033	3.3752
293.6928	1.6846	0.0498	0.1009	3.7709
293.8452	1.7227	0.0973	0.0958	3.6883
293.9976	1.5794	0.0905	0.0967	3.1420
294.1500	1.4107	0.0628	0.0851	2.7707
294.3024	1.3805	0.0654	0.0592	2.3944
294.4548	1.3736	0.0354	0.0330	2.4429
294.6072	1.4463	0.0322	0.0910	2.4606
294.7596	1.4376	0.0047	0.1434	2.7572
294.9120	1.4386	0.0227	0.0000	2.7434
295.0644	1.4187	0.0198	0.0000	2.8036
295.2168	1.4736	0.0159	0.0000	2.8259
295.3692	1.5391	0.0482	0.1807	2.4177
295.5216	1.5426	0.0315	0.2439	2.5348
295.6740	1.5535	0.0337	0.2815	2.7010
295.8264	1.5445	0.0326	0.3149	2.8911
295.9788	1.5311	0.0449	0.3250	2.8540
296.1312	1.4702	0.0532	0.2704	2.7257
296.2836	1.3855	0.0483	0.1694	2.4690
296.4360	1.3334	0.0306	0.0942	2.4169
296.5884	1.3332	0.0089	0.0750	2.4064
296.7408	1.3715	0.0067	0.0674	2.5475
296.8932	1.4059	0.0148	0.0392	2.5776
297.0456	1.4054	0.0166	0.0380	2.7236
297.1980	1.4074	0.0161	0.0787	2.7810
297.3504	1.4019	0.0125	0.0755	2.9907
297.5028	1.4482	0.0230	0.1462	3.2453
297.6552	1.4859	0.0153	0.3050	3.7530
297.8076	1.5344	0.0348	0.2487	3.5726
297.9600	1.4705	0.0269	0.1245	3.3943
298.1124	1.4559	0.0479	0.0893	3.0275
298.2648	1.4204	0.0289	0.0669	2.8112
298.4172	1.4137	0.0205	0.0534	2.6983
298.5696	1.4095	0.0141	0.0344	2.6249
298.7220	1.4154	0.0163	0.0646	2.7492
298.8744	1.4195	0.0154	0.0819	2.7720
299.0268	1.4307	0.0194	0.0573	2.8018
299.1792	1.4385	0.0176	0.0598	2.6946
299.3316	1.4435	0.0138	0.0957	2.5550
299.4840	1.4470	0.0168	0.0782	2.6607
299.6364	1.4476	0.0225	0.0474	2.7376
299.7888	1.4568	0.0315	0.0527	2.9277
299.9412	1.4777	0.0448	0.0972	3.0163
300.0936	1.4927	0.0553	0.1220	3.2358
300.2460	1.5072	0.0670	0.1056	2.9011
300.3984	1.4978	0.0633	0.0632	2.7368
300.5508	1.4802	0.0566	0.0749	2.7723
300.7032	1.4881	0.0587	0.1220	3.1463
300.8556	1.5352	0.0698	0.1211	3.0835
301.0080	1.5934	0.0832	0.0845	2.7893
301.1604	1.6407	0.0861	0.1658	2.6064
301.3128	1.6605	0.0743	0.2578	2.5683
301.4652	1.6838	0.0764	0.3038	2.5997
301.6176	1.7199	0.0938	0.2497	2.6247
301.7700	1.7495	0.0993	0.2285	2.6971
301.9224	1.8083	0.1072	0.2925	2.7260
302.0748	1.8551	0.1005	0.2960	2.7782
302.2272	1.9003	0.0959	0.1469	2.9878
302.3796	1.9399	0.0982	0.1084	3.0549
302.5320	1.9511	0.0871	0.0818	3.1134
302.6844	1.9738	0.0780	0.1556	3.0707
302.8368	1.9949	0.0737	0.1490	3.1565
302.9892	2.0049	0.0725	0.1812	3.2166
303.1416	2.0150	0.0765	0.2337	3.1677
303.2940	2.0208	0.0763	0.2310	2.9488
303.4464	2.0318	0.0811	0.2188	2.9477
303.5988	2.0510	0.0891	0.2128	3.0821
303.7512	2.0431	0.0810	0.2316	3.4294
303.9036	2.0434	0.0801	0.2256	3.2459
304.0560	2.0266	0.0652	0.1966	2.9439
304.2084	2.0454	0.0662	0.1691	2.6311
304.3608	2.0598	0.0719	0.1663	2.7946
304.5132	2.0824	0.0830	0.1165	3.0438
304.6656	2.0868	0.0921	0.0871	3.3949
304.8180	2.0753	0.0869	0.0649	3.5002
304.9704	2.0505	0.0762	0.0629	3.4833
305.1228	2.0132	0.0680	0.1423	3.4158
305.2752	1.9317	0.0624	0.2448	3.3146
305.4276	1.8333	0.0885	0.1315	3.0731
305.5800	1.6821	0.1007	0.1386	2.8310
305.7324	1.4507	0.0654	0.1830	2.9277
305.8848	1.3710	0.0488	0.0794	3.1976
306.0372	1.3789	0.0463	0.1377	3.2520
306.1896	1.5046	0.0813	0.2270	2.9934
306.3420	1.5538	0.0981	0.2647	2.6112
306.4944	1.5475	0.0896	0.2002	2.6201
306.6468	1.5706	0.0928	0.0919	2.6062
306.7992	1.5713	0.0840	0.0462	2.5716
306.9516	1.5606	0.0851	0.0885	2.4289
307.1040	1.5115	0.0745	0.1059	2.3599
307.2564	1.4495	0.0562	0.1004	2.8609
307.4088	1.4203	0.0407	0.0928	3.1672
307.5612	1.4185	0.0250	0.0935	3.2786
307.7136	1.4469	0.0307	0.0616	2.8506
307.8660	1.4512	0.0393	0.0753	2.7477
308.0184	1.4364	0.0428	0.0775	2.7690
308.1708	1.4256	0.0400	0.0630	2.9487
308.3232	1.4293	0.0371	0.0386	3.0776
308.4756	1.4629	0.0446	0.0713	3.0212
308.6280	1.4833	0.0399	0.1431	2.9325
308.7804	1.5167	0.0543	0.1750	2.9341
308.9328	1.5229	0.0558	0.1864	2.9349
309.0852	1.5461	0.0735	0.2173	2.9189
309.2376	1.5486	0.0729	0.2278	2.7651
309.3900	1.5574	0.0837	0.2539	2.7108
309.5424	1.5533	0.0901	0.2419	2.7625
309.6948	1.5691	0.0968	0.1871	2.8000
309.8472	1.6030	0.0974	0.1250	2.8485
309.9996	1.6380	0.0796	0.0506	2.9205
310.1520	1.6795	0.0639	0.0229	3.0017
310.3044	1.6866	0.0424	0.0613	2.9633
310.4568	1.7021	0.0473	0.0807	2.9815
310.6092	1.7123	0.0568	0.0882	3.1081
310.7616	1.7316	0.0750	0.0997	3.2373
310.9140	1.7505	0.0874	0.1107	3.2124
311.0664	1.7479	0.0765	0.0786	3.1967
311.2188	1.7488	0.0732	0.0898	3.1308
311.3712	1.7338	0.0756	0.0700	3.1772
311.5236	1.7353	0.0977	0.0437	3.3603
311.6760	1.7166	0.1010	0.0414	3.2586
311.8284	1.6305	0.0582	0.0482	3.5304
311.9808	1.6081	0.0340	0.1020	3.2644
312.1332	1.6036	0.0205	0.1807	3.3855
312.2856	1.6668	0.0408	0.1766	3.2589
312.4380	1.6881	0.0761	0.0877	3.1824
312.5904	1.6872	0.0929	0.0561	3.1352
312.7428	1.6650	0.0988	0.0945	3.1170
312.8952	1.6409	0.0932	0.1423	2.8740
313.0476	1.6164	0.0917	0.1756	2.7325
313.2000	1.6409	0.1084	0.1979	2.6122
313.3524	1.6416	0.0920	0.1999	2.8281
313.5048	1.6718	0.0934	0.1684	2.9930
313.6572	1.6729	0.0942	0.1297	3.0125
313.8096	1.6473	0.0917	0.1493	2.9341
313.9620	1.6454	0.0947	0.2664	2.8519
314.1144	1.6581	0.0902	0.2579	2.9993
314.2668	1.7093	0.0952	0.1913	3.0761
314.4192	1.7491	0.0928	0.1251	3.1064
314.5716	1.7776	0.0981	0.1346	3.0631
314.7240	1.7820	0.1019	0.1853	2.9058
314.8764	1.7342	0.0985	0.1885	2.8284
315.0288	1.7046	0.1061	0.1718	2.7587
315.1812	1.6473	0.1126	0.1449	2.8598
315.3336	1.5987	0.1229	0.1318	2.6930
315.4860	1.4007	0.0722	0.0717	2.6544
315.6384	1.3134	0.0478	0.0613	2.4979
315.7908	1.2739	0.0226	0.0126	2.7672
315.9432	1.4009	0.0483	0.0438	2.7255
316.0956	1.4988	0.0653	0.1061	2.8088
316.2480	1.5920	0.0907	0.0831	2.7979
316.4004	1.6378	0.0941	0.0915	3.0702
316.5528	1.6845	0.0961	0.1734	3.2923
316.7052	1.7081	0.0952	0.2459	3.2811
316.8576	1.6980	0.0917	0.2803	3.0958
317.0100	1.6638	0.0867	0.2904	2.8850
317.1624	1.6474	0.0861	0.2903	2.7042
317.3148	1.6417	0.0795	0.2291	2.6467
317.4672	1.6632	0.0791	0.1936	2.7079
317.6196	1.6842	0.0819	0.1652	2.9282
317.7720	1.6983	0.0925	0.1931	3.1191
317.9244	1.6737	0.0912	0.2714	3.0977
318.0768	1.6085	0.0748	0.3181	3.0348
318.2292	1.5374	0.0589	0.3575	3.0000
318.3816	1.5051	0.0546	0.3233	3.0432
318.5340	1.4907	0.0602	0.1927	3.0628
318.6864	1.4847	0.0598	0.0853	3.1357
318.8388	1.4768	0.0524	0.1003	3.0977
318.9912	1.4741	0.0443	0.0687	3.0957
319.1436	1.4885	0.0530	0.0203	2.7981
319.2960	1.5014	0.0712	0.0602	2.9779
319.4484	1.4823	0.0571	0.1038	2.8158
319.6008	1.4853	0.0514	0.1627	2.7460
319.7532	1.4966	0.0549	0.1755	2.6892
319.9056	1.5042	0.0613	0.1506	2.5908
320.0580	1.5366	0.0832	0.1302	2.6954
320.2104	1.5675	0.0949	0.1269	2.7428
320.3628	1.5567	0.0899	0.1549	2.7530
320.5152	1.5411	0.0988	0.1530	2.8153
320.6676	1.5007	0.0876	0.1486	2.8097
320.8200	1.5459	0.1060	0.1011	2.8363
320.9724	1.6002	0.1090	0.1185	2.8019
321.1248	1.6958	0.1307	0.1688	2.7859
321.2772	1.7310	0.1248	0.1987	2.7869
321.4296	1.7667	0.1119	0.1964	2.6771
321.5820	1.7983	0.0901	0.1415	2.7101
321.7344	1.8375	0.0841	0.1329	2.8780
321.8868	1.8796	0.1219	0.1041	2.8293
322.0392	1.7467	0.0847	0.0709	3.5823
322.1916	1.7553	0.0957	0.0613	3.2308
322.3440	1.6917	0.0546	0.0761	3.3797
322.4964	1.7616	0.0926	0.1755	3.1669
322.6488	1.7008	0.1006	0.2036	3.1046
322.8012	1.6082	0.0984	0.1079	2.9381
322.9536	1.5724	0.1039	0.1174	2.4281
323.1060	1.5722	0.1056	0.1771	2.3754
323.2584	1.6391	0.1174	0.1911	2.5932
323.4108	1.7023	0.1245	0.2286	2.8863
323.5632	1.7433	0.1319	0.2444	2.8673
323.7156	1.7761	0.1502	0.2514	2.9823
323.8680	1.7660	0.1441	0.2752	2.8909
324.0204	1.7556	0.1179	0.3264	3.0610
324.1728	1.7692	0.0972	0.3046	3.0552
324.3252	1.8081	0.0894	0.2895	3.2305
324.4776	1.8460	0.0899	0.2496	3.2046
324.6300	1.8450	0.0701	0.2257	3.1939
324.7824	1.8360	0.0663	0.2143	3.5093
324.9348	1.8322	0.0722	0.2034	3.4689
325.0872	1.8341	0.0808	0.1900	3.5159
325.2396	1.8434	0.0869	0.1620	3.3884
325.3920	1.8569	0.0927	0.1757	3.5803
325.5444	1.8927	0.1237	0.1430	3.5660
325.6968	1.8503	0.0950	0.1219	3.5305
325.8492	1.8260	0.1062	0.2359	3.2519
326.0016	1.7588	0.0916	0.3129	3.2087
326.1540	1.7612	0.1315	0.3480	3.0444
326.3064	1.7234	0.1371	0.2900	2.9918
326.4588	1.6940	0.1567	0.2371	2.6992
326.6112	1.6299	0.1559	0.1147	2.5422
326.7636	1.5842	0.1314	0.1334	2.3452
326.9160	1.5905	0.1066	0.2751	2.6495
327.0684	1.6359	0.1100	0.3529	2.7094
327.2208	1.6531	0.1178	0.3959	2.7238
327.3732	1.5898	0.1055	0.3586	2.5561
327.5256	1.4818	0.0754	0.1844	2.5439
327.6780	1.4028	0.0512	0.1935	2.6858
327.8304	1.3537	0.0297	0.2796	2.8075
327.9828	1.3633	0.0143	0.2035	2.8610
328.1352	1.4213	0.0248	0.0758	2.7424
328.2876	1.5184	0.0597	0.0690	2.6598
328.4400	1.5616	0.0841	0.1381	2.6855
328.5924	1.5845	0.0921	0.1787	2.6957
328.7448	1.5946	0.1101	0.1496	2.5724
328.8972	1.5285	0.0873	0.0968	2.5949
329.0496	1.4955	0.0682	0.0394	2.7613
329.2020	1.4507	0.0340	0.0545	3.2021
329.3544	1.5079	0.0476	0.1019	3.3441
329.5068	1.5426	0.0570	0.1289	3.2915
329.6592	1.5859	0.0682	0.0809	3.0344
329.8116	1.5759	0.0606	0.0567	3.0416
329.9640	1.5629	0.0600	0.0979	3.1195
330.1164	1.5802	0.0617	0.0870	3.1065
330.2688	1.6420	0.0753	0.0212	2.8368
330.4212	1.7188	0.0970	0.0661	2.6785
330.5736	1.7597	0.1116	0.1379	2.8433
330.7260	1.7430	0.0920	0.1875	3.1098
330.8784	1.7483	0.0870	0.2232	3.1457
331.0308	1.7467	0.0907	0.2218	3.0614
331.1832	1.7197	0.1091	0.1941	2.8568
331.3356	1.6666	0.1227	0.1089	2.8211
331.4880	1.5978	0.1224	0.0579	2.8005
331.6404	1.5459	0.1194	0.0309	2.7588
331.7928	1.4988	0.1063	0.0573	2.6201
331.9452	1.4825	0.1017	0.0791	2.7209
332.0976	1.4835	0.0986	0.0637	2.6056
332.2500	1.4773	0.0951	0.0395	2.5383
332.4024	1.4657	0.0870	0.0411	2.3728
332.5548	1.4538	0.0785	0.0810	2.5287
332.7072	1.4533	0.0661	0.0549	2.6042
332.8596	1.4420	0.0490	0.0264	2.5913
333.0120	1.4339	0.0367	0.0383	2.5474
333.1644	1.4282	0.0273	0.0364	2.6097
333.3168	1.4379	0.0250	0.0173	2.5738
333.4692	1.4514	0.0295	0.0393	2.4727
333.6216	1.4600	0.0361	0.0434	2.3998
333.7740	1.4616	0.0461	0.0838	2.6599
333.9264	1.4641	0.0519	0.1543	2.9129
334.0788	1.4802	0.0615	0.1849	3.0703
334.2312	1.4914	0.0689	0.1788	2.9830
334.3836	1.5023	0.0720	0.1327	2.8702
334.5360	1.5098	0.0780	0.1118	2.9513
334.6884	1.5144	0.0734	0.0846	3.0156
334.8408	1.5416	0.0824	0.0705	2.9914
334.9932	1.5512	0.0847	0.0888	2.8403
335.1456	1.5680	0.1034	0.1102	2.7374
335.2980	1.5531	0.1056	0.0895	2.6552
335.4504	1.5538	0.1111	0.1015	2.7112
335.6028	1.5546	0.1113	0.1022	2.6370
335.7552	1.5488	0.1077	0.1067	2.6034
335.9076	1.5796	0.1117	0.1264	2.5747
336.0600	1.6404	0.1176	0.1392	2.8054
