HOLE:	1230A
LEG:	201
TOP:	79.0956
BOTTOM:	261.9756
DEPTH_WMSF	DTCO	DT2	DTST	VCO	VS2	VST
m	us/ft	us/ft	us/ft	km/s	km/s	km/s
196.4436	180.3808	634.2567	646.2990	1.6898	0.4806	0.4716
196.5960	180.3364	661.0848	727.5905	1.6902	0.4611	0.4189
196.7484	180.3503	667.1541	729.8588	1.6901	0.4569	0.4176
196.9008	181.2634	672.8778	732.1271	1.6816	0.4530	0.4163
197.0532	180.0103	569.4724	729.8160	1.6933	0.5352	0.4176
197.2056	179.9119	569.4724	747.3918	1.6942	0.5352	0.4078
197.3580	179.9133	569.4724	762.6564	1.6942	0.5352	0.3997
197.5104	179.9178	570.3791	762.6564	1.6941	0.5344	0.3997
197.6628	179.8632	654.7695	762.6564	1.6946	0.4655	0.3997
197.8152	180.2914	654.7695	710.1237	1.6906	0.4655	0.4292
197.9676	180.8143	679.4483	710.1237	1.6857	0.4486	0.4292
198.1200	181.1943	703.7535	710.1237	1.6822	0.4331	0.4292
198.2724	185.6376	696.8740	710.1237	1.6419	0.4374	0.4292
198.4248	185.6151	665.7589	726.9269	1.6421	0.4578	0.4193
198.5772	185.2203	678.8679	768.9352	1.6456	0.4490	0.3964
198.7296	185.1364	705.9536	768.9352	1.6464	0.4318	0.3964
198.8820	185.3064	727.4171	768.9352	1.6449	0.4190	0.3964
199.0344	179.8479	728.7463	768.9352	1.6948	0.4183	0.3964
199.1868	178.9568	728.4199	768.9352	1.7032	0.4184	0.3964
199.3392	179.1407	728.8065	768.9352	1.7015	0.4182	0.3964
199.4916	183.3946	728.7743	768.9352	1.6620	0.4182	0.3964
199.6440	179.5493	728.4199	768.9352	1.6976	0.4184	0.3964
199.7964	179.8020	726.9938	768.9352	1.6952	0.4193	0.3964
199.9488	179.8087	717.7806	768.9352	1.6952	0.4246	0.3964
200.1012	179.7319	706.9165	768.9352	1.6959	0.4312	0.3964
200.2536	179.8851	695.7264	768.9352	1.6944	0.4381	0.3964
200.4060	180.8037	693.3499	768.9352	1.6858	0.4396	0.3964
200.5584	180.6584	676.0443	768.9352	1.6872	0.4509	0.3964
200.7108	177.2457	648.2068	768.9352	1.7197	0.4702	0.3964
200.8632	177.2577	647.9674	758.3641	1.7196	0.4704	0.4019
201.0156	177.2668	647.5007	745.4437	1.7195	0.4707	0.4089
201.1680	177.2961	646.8472	758.2486	1.7192	0.4712	0.4020
201.3204	177.3483	649.8848	769.6039	1.7187	0.4690	0.3961
201.4728	177.1704	660.8157	775.0538	1.7204	0.4613	0.3933
201.6252	181.0109	665.6355	752.4677	1.6839	0.4579	0.4051
201.7776	183.2806	665.4711	726.1716	1.6630	0.4580	0.4197
201.9300	182.1328	671.8834	720.6479	1.6735	0.4537	0.4230
202.0824	183.2216	706.9411	719.4022	1.6636	0.4312	0.4237
202.2348	177.9939	705.3331	719.0371	1.7124	0.4321	0.4239
202.3872	176.3003	705.6306	771.2498	1.7289	0.4320	0.3952
202.5396	175.1637	721.2009	779.9858	1.7401	0.4226	0.3908
202.6920	174.1849	721.7378	768.0986	1.7499	0.4223	0.3968
202.8444	173.8743	728.2456	677.5903	1.7530	0.4185	0.4498
202.9968	173.4321	712.2963	675.7588	1.7575	0.4279	0.4511
203.1492	174.1168	710.2457	675.7588	1.7506	0.4292	0.4511
203.3016	174.5220	682.0569	681.7852	1.7465	0.4469	0.4471
203.4540	175.0897	636.1935	736.0225	1.7408	0.4791	0.4141
203.6064	176.6723	639.8884	736.0225	1.7252	0.4763	0.4141
203.7588	177.4950	644.3821	736.0225	1.7173	0.4730	0.4141
203.9112	177.3520	650.0197	736.0225	1.7186	0.4689	0.4141
204.0636	181.4252	651.4399	736.0225	1.6801	0.4679	0.4141
204.2160	182.4485	655.0984	735.3472	1.6706	0.4653	0.4145
204.3684	180.7521	660.1172	733.3214	1.6863	0.4617	0.4156
204.5208	176.3507	650.7702	746.6766	1.7284	0.4684	0.4082
204.6732	173.8538	602.9955	770.1436	1.7532	0.5055	0.3958
204.8256	173.6944	560.7754	774.6184	1.7548	0.5435	0.3935
204.9780	173.6183	560.1644	760.9200	1.7556	0.5441	0.4006
205.1304	172.3947	552.6138	731.5794	1.7681	0.5516	0.4166
205.2828	174.1705	528.3157	666.6188	1.7500	0.5769	0.4572
205.4352	175.6313	565.0880	610.5419	1.7355	0.5394	0.4992
205.5876	175.5840	568.5681	585.3124	1.7359	0.5361	0.5208
205.7400	175.1639	581.6459	583.0831	1.7401	0.5240	0.5227
205.8924	175.0151	601.2431	543.0670	1.7416	0.5070	0.5613
206.0448	175.9748	611.8566	609.0989	1.7321	0.4982	0.5004
206.1972	176.3590	618.4730	659.8634	1.7283	0.4928	0.4619
206.3496	176.5869	617.8600	662.6312	1.7261	0.4933	0.4600
206.5020	176.3980	613.4933	623.4968	1.7279	0.4968	0.4889
206.6544	176.1906	615.2259	602.2276	1.7300	0.4954	0.5061
206.8068	176.1139	613.1176	617.5703	1.7307	0.4971	0.4936
206.9592	176.1749	601.0137	605.9772	1.7301	0.5071	0.5030
207.1116	175.8611	589.0130	591.6132	1.7332	0.5175	0.5152
207.2640	176.8568	601.0165	597.8435	1.7234	0.5071	0.5098
207.4164	177.0855	603.6718	606.4863	1.7212	0.5049	0.5026
207.5688	177.0873	601.6257	623.4247	1.7212	0.5066	0.4889
207.7212	178.1822	640.0812	630.0342	1.7106	0.4762	0.4838
207.8736	178.9180	662.0093	678.4387	1.7036	0.4604	0.4493
208.0260	179.4962	656.4361	696.9393	1.6981	0.4643	0.4373
208.1784	179.9665	655.7628	691.0215	1.6937	0.4648	0.4411
208.3308	180.1619	649.4724	681.6729	1.6918	0.4693	0.4471
208.4832	180.1844	636.9683	636.4993	1.6916	0.4785	0.4789
208.6356	180.2051	631.8590	599.3727	1.6914	0.4824	0.5085
208.7880	180.4610	631.5417	599.3727	1.6890	0.4826	0.5085
208.9404	181.1682	635.0704	599.3727	1.6824	0.4800	0.5085
209.0928	181.3324	643.9982	621.1635	1.6809	0.4733	0.4907
209.2452	180.0652	648.0649	669.0562	1.6927	0.4703	0.4556
209.3976	178.7981	641.3463	696.5172	1.7047	0.4753	0.4376
209.5500	177.8309	636.1636	714.6371	1.7140	0.4791	0.4265
209.7024	177.7129	639.1782	706.7971	1.7151	0.4769	0.4312
209.8548	177.4016	633.4555	706.7971	1.7182	0.4812	0.4312
210.0072	177.1205	641.7106	703.3261	1.7209	0.4750	0.4334
210.1596	177.0561	641.7511	676.9062	1.7215	0.4750	0.4503
210.3120	176.9052	642.2817	673.2203	1.7230	0.4746	0.4528
210.4644	176.3954	644.5549	641.3439	1.7280	0.4729	0.4753
210.6168	175.8824	634.6718	617.0197	1.7330	0.4803	0.4940
210.7692	175.0392	621.1230	668.2666	1.7413	0.4907	0.4561
210.9216	174.1021	599.8283	673.1481	1.7507	0.5082	0.4528
211.0740	174.7453	614.2496	665.2157	1.7443	0.4962	0.4582
211.2264	174.9818	613.6711	657.2097	1.7419	0.4967	0.4638
211.3788	174.8591	583.7715	652.6518	1.7431	0.5221	0.4670
211.5312	176.1184	546.8985	648.8035	1.7307	0.5573	0.4698
211.6836	174.9442	541.6030	647.8778	1.7423	0.5628	0.4705
211.8360	174.5596	577.3503	647.8778	1.7461	0.5279	0.4705
211.9884	174.8638	656.1459	670.0800	1.7431	0.4645	0.4549
212.1408	175.6693	709.7684	702.3644	1.7351	0.4294	0.4340
212.2932	176.2051	719.7383	705.4435	1.7298	0.4235	0.4321
212.4456	176.2987	715.0519	703.1242	1.7289	0.4263	0.4335
212.5980	176.8757	709.4249	709.5473	1.7233	0.4296	0.4296
212.7504	177.4772	702.3436	706.1777	1.7174	0.4340	0.4316
212.9028	177.5662	708.3475	716.8080	1.7166	0.4303	0.4252
213.0552	177.4897	718.2382	743.9346	1.7173	0.4244	0.4097
213.2076	177.3842	716.8561	751.4497	1.7183	0.4252	0.4056
213.3600	177.2285	719.9771	747.7916	1.7198	0.4234	0.4076
213.5124	176.5726	720.5408	748.8542	1.7262	0.4230	0.4070
213.6648	175.5671	700.2531	751.9240	1.7361	0.4353	0.4054
213.8172	175.0872	665.8193	737.6840	1.7409	0.4578	0.4132
213.9696	174.7601	664.3649	692.1214	1.7441	0.4588	0.4404
214.1220	173.9240	652.0691	689.5573	1.7525	0.4674	0.4420
214.2744	173.9321	640.3422	677.2495	1.7524	0.4760	0.4501
214.4268	176.0794	617.0963	678.3357	1.7311	0.4939	0.4493
214.5792	179.4975	640.9590	754.5072	1.6981	0.4755	0.4040
214.7316	182.5693	638.3120	754.5072	1.6695	0.4775	0.4040
214.8840	181.8208	637.9963	754.5072	1.6764	0.4778	0.4040
215.0364	181.0724	637.9963	754.5072	1.6833	0.4778	0.4040
215.1888	181.3114	638.6266	754.5072	1.6811	0.4773	0.4040
215.3412	182.5842	639.0417	754.5072	1.6694	0.4770	0.4040
215.4936	179.7435	640.9828	754.5072	1.6958	0.4755	0.4040
215.6460	177.2261	641.2155	754.5072	1.7199	0.4754	0.4040
215.7984	170.2206	641.7969	754.5072	1.7906	0.4749	0.4040
215.9508	167.5345	641.6807	754.5072	1.8193	0.4750	0.4040
216.1032	167.3892	641.2155	754.5072	1.8209	0.4754	0.4040
216.2556	166.3321	641.5773	754.5072	1.8325	0.4751	0.4040
216.4080	165.8972	640.7281	754.5072	1.8373	0.4757	0.4040
216.5604	167.7359	640.4692	658.3613	1.8172	0.4759	0.4630
216.7128	166.6914	630.0847	609.6694	1.8286	0.4838	0.4999
216.8652	164.9333	621.6304	609.6694	1.8480	0.4903	0.4999
217.0176	164.2025	621.4472	609.6694	1.8563	0.4905	0.4999
217.1700	163.3535	621.5938	609.6694	1.8659	0.4904	0.4999
217.3224	164.3620	622.4366	609.6694	1.8545	0.4897	0.4999
217.4748	165.2153	625.0753	609.6694	1.8449	0.4876	0.4999
217.6272	165.2734	625.0753	659.9622	1.8442	0.4876	0.4619
217.7796	165.1184	625.0753	659.9622	1.8460	0.4876	0.4619
217.9320	165.0738	624.6794	659.9622	1.8465	0.4879	0.4619
218.0844	164.6243	623.9333	618.0198	1.8515	0.4885	0.4932
218.2368	166.1416	614.3750	597.9644	1.8346	0.4961	0.5097
218.3892	166.3578	614.3750	585.2371	1.8322	0.4961	0.5208
218.5416	166.9973	581.7180	581.7775	1.8252	0.5240	0.5239
218.6940	167.2176	573.7745	578.3180	1.8228	0.5312	0.5271
218.8464	165.2210	513.3959	571.3989	1.8448	0.5937	0.5334
218.9988	165.1124	514.5243	609.2799	1.8460	0.5924	0.5003
219.1512	168.0089	508.5736	582.6800	1.8142	0.5993	0.5231
219.3036	166.9249	519.6907	631.0403	1.8260	0.5865	0.4830
219.4560	165.2690	520.3037	631.0403	1.8443	0.5858	0.4830
219.6084	167.4039	533.3646	631.0403	1.8208	0.5715	0.4830
219.7608	168.4069	522.5853	631.0403	1.8099	0.5833	0.4830
219.9132	167.7615	615.0504	631.0403	1.8169	0.4956	0.4830
220.0656	167.6805	614.0677	631.0403	1.8178	0.4964	0.4830
220.2180	167.8854	613.9448	631.0403	1.8155	0.4965	0.4830
220.3704	167.8842	677.6803	631.0403	1.8156	0.4498	0.4830
220.5228	169.2984	702.9648	611.0851	1.8004	0.4336	0.4988
220.6752	169.2189	697.6646	595.0187	1.8012	0.4369	0.5123
220.8276	167.7439	697.2950	595.0187	1.8171	0.4371	0.5123
220.9800	168.2087	696.6382	606.4968	1.8121	0.4375	0.5026
221.1324	169.0698	698.5234	646.6699	1.8028	0.4364	0.4713
221.2848	167.3823	711.3064	646.6699	1.8210	0.4285	0.4713
221.4372	167.3878	711.3064	646.6699	1.8209	0.4285	0.4713
221.5896	168.1814	711.3064	646.6699	1.8124	0.4285	0.4713
221.7420	167.7489	713.3428	646.6699	1.8170	0.4273	0.4713
221.8944	166.9316	714.7004	646.6699	1.8259	0.4265	0.4713
222.0468	166.8769	713.7953	679.9203	1.8265	0.4270	0.4483
222.1992	161.3059	712.8903	713.1708	1.8896	0.4276	0.4274
222.3516	155.7349	711.6835	779.6716	1.9572	0.4283	0.3909
222.5040	150.1639	710.5522	779.6716	2.0298	0.4290	0.3909
222.6564	142.4776	710.6061	779.6716	2.1393	0.4289	0.3909
222.8088	128.4796	711.7482	779.6716	2.3724	0.4282	0.3909
222.9612	125.1363	714.3772	779.6716	2.4358	0.4267	0.3909
223.1136	129.4216	715.1530	779.6716	2.3551	0.4262	0.3909
223.2660	138.1625	715.1530	779.6716	2.2061	0.4262	0.3909
223.4184	144.2771	714.7634	474.5900	2.1126	0.4264	0.6422
223.5708	147.1866	714.7004	425.2577	2.0709	0.4265	0.7168
223.7232	168.5667	714.7004	425.2577	1.8082	0.4265	0.7168
223.8756	169.3329	713.7953	425.2577	1.8000	0.4270	0.7168
224.0280	169.3074	713.7953	425.2577	1.8003	0.4270	0.7168
224.1804	168.7188	714.2479	425.2577	1.8066	0.4267	0.7168
224.3328	168.5269	713.7953	425.2577	1.8086	0.4270	0.7168
224.4852	168.4007	713.3428	425.2577	1.8100	0.4273	0.7168
224.6376	168.9393	713.7953	425.2577	1.8042	0.4270	0.7168
224.7900	168.0166	713.3428	425.2577	1.8141	0.4273	0.7168
224.9424	170.9942	713.3428	425.2577	1.7825	0.4273	0.7168
225.0948	170.7450	713.3428	589.8627	1.7851	0.4273	0.5167
225.2472	170.5550	713.3428	636.1203	1.7871	0.4273	0.4792
225.3996	168.4734	713.3428	636.1203	1.8092	0.4273	0.4792
225.5520	166.8617	712.9380	636.1203	1.8267	0.4275	0.4792
225.7044	166.1678	712.1842	636.1203	1.8343	0.4280	0.4792
225.8568	164.7156	711.5989	636.1203	1.8505	0.4283	0.4792
226.0092	164.6660	711.3064	636.1203	1.8510	0.4285	0.4792
226.1616	164.6963	711.3064	636.1203	1.8507	0.4285	0.4792
226.3140	163.3201	711.3064	636.1203	1.8663	0.4285	0.4792
226.4664	165.5782	711.3064	636.1203	1.8408	0.4285	0.4792
226.6188	165.3436	710.9293	636.1203	1.8435	0.4287	0.4792
226.7712	164.5098	710.1751	636.1203	1.8528	0.4292	0.4792
226.9236	167.3717	710.1751	636.1203	1.8211	0.4292	0.4792
227.0760	167.9096	710.1751	507.1878	1.8153	0.4292	0.6010
227.2284	166.8612	728.0470	507.1878	1.8267	0.4187	0.6010
227.3808	168.6657	723.0278	507.1878	1.8071	0.4216	0.6010
227.5332	168.0202	711.2462	507.1878	1.8141	0.4285	0.6010
227.6856	168.1661	644.7542	507.1878	1.8125	0.4727	0.6010
227.8380	168.5628	644.5109	507.1878	1.8083	0.4729	0.6010
227.9904	168.7697	644.5109	319.8770	1.8060	0.4729	0.9529
228.1428	171.4760	644.7555	180.2887	1.7775	0.4727	1.6906
228.2952	168.0711	644.8533	180.2887	1.8135	0.4727	1.6906
228.4476	171.5408	698.2826	180.2887	1.7769	0.4365	1.6906
228.6000	169.6068	698.2826	572.3291	1.7971	0.4365	0.5326
228.7524	168.2798	698.2826	572.3291	1.8113	0.4365	0.5326
228.9048	168.3855	698.2826	572.3291	1.8102	0.4365	0.5326
229.0572	168.0158	698.2826	572.3291	1.8141	0.4365	0.5326
229.2096	167.5069	697.9117	572.3291	1.8196	0.4367	0.5326
229.3620	167.2764	698.2826	572.3291	1.8222	0.4365	0.5326
229.5144	177.5858	698.6533	572.3291	1.7164	0.4363	0.5326
229.6668	174.8045	698.6533	572.3291	1.7437	0.4363	0.5326
229.8192	174.3163	699.0242	572.3291	1.7486	0.4360	0.5326
229.9716	174.1009	699.0242	572.3291	1.7507	0.4360	0.5326
230.1240	174.1145	699.0242	572.3291	1.7506	0.4360	0.5326
230.2764	174.2886	568.5402	572.3291	1.7488	0.5361	0.5326
230.4288	173.7257	437.3126	572.3291	1.7545	0.6970	0.5326
230.5812	172.1023	440.7981	566.3467	1.7711	0.6915	0.5382
230.7336	176.2802	439.8687	566.3467	1.7291	0.6929	0.5382
230.8860	176.2896	439.8687	566.3467	1.7290	0.6929	0.5382
231.0384	170.5330	669.0925	566.3467	1.7874	0.4555	0.5382
231.1908	164.7763	667.8215	566.3467	1.8498	0.4564	0.5382
231.3432	162.6406	664.8560	566.3467	1.8741	0.4585	0.5382
231.4956	162.7685	592.1409	596.1978	1.8726	0.5147	0.5112
231.6480	164.1858	592.4553	596.1978	1.8565	0.5145	0.5112
231.8004	166.2180	591.8267	596.1978	1.8338	0.5150	0.5112
231.9528	166.2263	592.1409	596.1978	1.8337	0.5147	0.5112
232.1052	173.5840	592.1409	596.1978	1.7559	0.5147	0.5112
232.2576	175.1411	663.9218	596.1978	1.7403	0.4591	0.5112
232.4100	175.6354	666.8738	197.9685	1.7354	0.4571	1.5397
232.5624	176.1298	666.8738	197.9685	1.7306	0.4571	1.5397
232.7148	176.5267	667.2955	197.9685	1.7267	0.4568	1.5397
232.8672	176.9237	666.8738	197.9685	1.7228	0.4571	1.5397
233.0196	177.3207	666.8738	197.9685	1.7189	0.4571	1.5397
233.1720	168.8982	523.9682	197.9685	1.8047	0.5817	1.5397
233.3244	162.9774	524.6321	197.9685	1.8702	0.5810	1.5397
233.4768	160.6657	524.9642	197.9685	1.8971	0.5806	1.5397
233.6292	159.4428	524.9642	197.9685	1.9117	0.5806	1.5397
233.7816	159.4327	524.9642	197.9685	1.9118	0.5806	1.5397
233.9340	159.3378	525.2961	497.0758	1.9129	0.5803	0.6132
234.0864	163.2944	523.9682	497.0758	1.8666	0.5817	0.6132
234.2388	165.3521	523.6362	497.0758	1.8434	0.5821	0.6132
234.3912	164.4168	523.9682	497.0758	1.8538	0.5817	0.6132
234.5436	164.2030	661.9365	497.0758	1.8563	0.4605	0.6132
234.6960	166.3406	661.9365	675.0031	1.8324	0.4605	0.4516
234.8484	167.0496	661.9365	675.0031	1.8246	0.4605	0.4516
235.0008	168.9033	661.0977	675.0031	1.8046	0.4611	0.4516
235.1532	170.8705	661.0977	668.3912	1.7838	0.4611	0.4560
235.3056	169.6064	661.9365	661.7794	1.7971	0.4605	0.4606
235.4580	171.7547	661.9365	648.5556	1.7746	0.4605	0.4700
235.6104	171.6602	661.5171	504.1686	1.7756	0.4608	0.6046
235.7628	172.7699	662.3558	504.1686	1.7642	0.4602	0.6046
235.9152	172.4043	662.3558	504.1686	1.7680	0.4602	0.6046
236.0676	171.1213	697.6566	712.8368	1.7812	0.4369	0.4276
236.2200	168.3660	697.2145	712.8368	1.8104	0.4372	0.4276
236.3724	181.1862	696.3306	712.8368	1.6823	0.4377	0.4276
236.5248	184.5692	698.0986	712.0445	1.6514	0.4366	0.4281
236.6772	185.3834	698.0986	722.7493	1.6442	0.4366	0.4217
236.8296	186.4412	698.0986	732.6619	1.6349	0.4366	0.4160
236.9820	170.7693	695.5201	709.0580	1.7849	0.4382	0.4299
237.1344	169.4157	695.5201	670.2352	1.7991	0.4382	0.4548
237.2868	166.2688	695.8885	670.2352	1.8332	0.4380	0.4548
237.4392	163.9763	695.8885	670.2352	1.8588	0.4380	0.4548
237.5916	164.3858	696.7725	670.2352	1.8542	0.4375	0.4548
237.7440	166.1988	698.0986	670.2352	1.8340	0.4366	0.4548
237.8964	152.9177	698.5406	670.2352	1.9933	0.4363	0.4548
238.0488	152.3336	695.8885	670.2352	2.0009	0.4380	0.4548
238.2012	156.1240	697.2145	487.6387	1.9523	0.4372	0.6251
238.3536	159.1797	697.2145	487.6387	1.9148	0.4372	0.6251
238.5060	163.3378	697.6566	487.6387	1.8661	0.4369	0.6251
238.6584	164.4534	696.3306	375.9559	1.8534	0.4377	0.8107
238.8108	165.5228	696.3306	375.9559	1.8415	0.4377	0.8107
238.9632	166.6207	698.9827	375.9559	1.8293	0.4361	0.8107
239.1156	166.5801	698.5406	375.9559	1.8298	0.4363	0.8107
239.2680	166.2265	673.2781	375.9559	1.8337	0.4527	0.8107
239.4204	164.1959	672.4260	563.4493	1.8563	0.4533	0.5410
239.5728	163.7624	672.4260	563.4493	1.8613	0.4533	0.5410
239.7252	168.3322	673.7042	563.4493	1.8107	0.4524	0.5410
239.8776	163.8210	622.1120	563.4493	1.8606	0.4899	0.5410
240.0300	159.3098	620.9310	337.1784	1.9133	0.4909	0.9040
240.1824	146.3753	620.9310	337.1784	2.0823	0.4909	0.9040
240.3348	147.1911	620.9310	337.1784	2.0708	0.4909	0.9040
240.4872	143.1114	619.4221	337.1784	2.1298	0.4921	0.9040
240.6396	144.1124	539.5765	582.8516	2.1150	0.5649	0.5230
240.7920	145.1134	498.4125	582.8516	2.1005	0.6115	0.5230
240.9444	145.6311	499.7295	582.8516	2.0930	0.6099	0.5230
241.0968	145.7126	500.0456	582.8516	2.0918	0.6096	0.5230
241.2492	145.6792	500.0456	582.8516	2.0923	0.6096	0.5230
241.4016	148.3290	499.3608	582.8516	2.0549	0.6104	0.5230
241.5540	147.7219	498.0964	582.8516	2.0634	0.6119	0.5230
241.7064	147.8947	497.7803	582.8516	2.0610	0.6123	0.5230
241.8588	148.0971	497.7803	582.8516	2.0581	0.6123	0.5230
242.0112	147.8274	497.7803	582.8516	2.0619	0.6123	0.5230
242.1636	144.6453	496.9375	548.1459	2.1072	0.6134	0.5561
242.3160	149.1603	496.3580	548.1459	2.0435	0.6141	0.5561
242.4684	149.9602	496.0945	548.1459	2.0326	0.6144	0.5561
242.6208	149.9023	495.8312	548.1459	2.0333	0.6147	0.5561
242.7732	152.9539	496.0945	548.1459	1.9928	0.6144	0.5561
242.9256	156.0161	496.0945	548.1459	1.9537	0.6144	0.5561
243.0780	160.3007	496.0945	548.1459	1.9014	0.6144	0.5561
243.2304	159.9357	495.5677	385.0470	1.9058	0.6151	0.7916
243.3828	159.9520	497.4643	385.0470	1.9056	0.6127	0.7916
243.5352	159.9301	497.4643	385.0470	1.9059	0.6127	0.7916
243.6876	159.6082	497.2008	385.0470	1.9097	0.6130	0.7916
243.8400	159.4085	497.4643	385.0470	1.9121	0.6127	0.7916
243.9924	165.8019	496.9375	385.0470	1.8384	0.6134	0.7916
244.1448	169.8849	496.9375	385.0470	1.7942	0.6134	0.7916
244.2972	170.0022	495.8312	385.0470	1.7929	0.6147	0.7916
244.4496	169.3997	495.5677	385.0470	1.7993	0.6151	0.7916
244.6020	165.5890	495.5677	385.0470	1.8407	0.6151	0.7916
244.7544	157.4904	495.5677	385.0470	1.9354	0.6151	0.7916
244.9068	157.1343	495.5677	385.0470	1.9398	0.6151	0.7916
245.0592	151.7677	496.3580	385.0470	2.0084	0.6141	0.7916
245.2116	148.9469	496.0945	362.7391	2.0464	0.6144	0.8403
245.3640	152.3113	496.0945	340.4311	2.0012	0.6144	0.8953
245.5164	149.4773	495.8312	295.8152	2.0391	0.6147	1.0304
245.6688	149.3397	495.5677	295.8152	2.0410	0.6151	1.0304
245.8212	151.5660	186.8683	295.8152	2.0110	1.6311	1.0304
245.9736	154.3673	186.8683	295.8152	1.9745	1.6311	1.0304
246.1260	153.9388	187.1920	295.8152	1.9800	1.6283	1.0304
246.2784	163.6350	187.1920	295.8152	1.8627	1.6283	1.0304
246.4308	184.3455	186.8683	530.7735	1.6534	1.6311	0.5743
246.5832	183.1210	186.8683	530.7735	1.6645	1.6311	0.5743
246.7356	182.7741	535.4835	530.7735	1.6677	0.5692	0.5743
246.8880	182.7672	535.4835	598.8660	1.6677	0.5692	0.5090
247.0404	181.3581	535.4835	666.7894	1.6807	0.5692	0.4571
247.1928	180.0540	535.4835	683.9818	1.6928	0.5692	0.4456
247.3452	178.8587	535.6415	683.9818	1.7042	0.5690	0.4456
247.4976	179.1620	536.6783	683.9818	1.7013	0.5679	0.4456
247.6500	175.6161	541.5773	683.9818	1.7356	0.5628	0.4456
247.8024	165.7155	551.3056	679.6470	1.8393	0.5529	0.4485
247.9548	163.8518	559.0676	664.9100	1.8602	0.5452	0.4584
248.1072	164.5253	559.3818	668.3857	1.8526	0.5449	0.4560
248.2596	160.5328	558.6748	672.2959	1.8987	0.5456	0.4534
248.4120	160.2415	566.5692	672.2959	1.9022	0.5380	0.4534
248.5644	159.8490	569.2256	667.4947	1.9068	0.5355	0.4566
248.7168	159.3335	589.3082	647.2610	1.9130	0.5172	0.4709
248.8692	159.3872	571.1949	595.7542	1.9123	0.5336	0.5116
249.0216	159.5013	564.9559	578.0516	1.9110	0.5395	0.5273
249.1740	160.9509	512.1401	577.4316	1.8938	0.5952	0.5279
249.3264	160.4754	508.0099	577.4316	1.8994	0.6000	0.5279
249.4788	160.4626	508.3957	582.5912	1.8995	0.5995	0.5232
249.6312	159.9348	501.6930	590.5920	1.9058	0.6076	0.5161
249.7836	159.9860	496.3555	598.5929	1.9052	0.6141	0.5092
249.9360	160.1114	496.2537	614.5945	1.9037	0.6142	0.4959
250.0884	160.3810	500.8026	614.5721	1.9005	0.6086	0.4960
250.2408	159.8720	500.2782	599.5787	1.9065	0.6093	0.5084
250.3932	160.8034	478.9511	584.5630	1.8955	0.6364	0.5214
250.5456	156.8545	475.1732	652.4284	1.9432	0.6415	0.4672
250.6980	156.3455	469.9978	651.0493	1.9496	0.6485	0.4682
250.8504	157.3397	458.0428	633.0972	1.9372	0.6654	0.4814
251.0028	159.1359	523.4085	479.4121	1.9154	0.5823	0.6358
251.1552	159.8022	575.4945	476.9099	1.9074	0.5296	0.6391
251.3076	160.1042	547.0557	481.3200	1.9038	0.5572	0.6333
251.4600	159.4632	543.4684	491.5697	1.9114	0.5608	0.6201
251.6124	159.5947	545.8637	493.3184	1.9099	0.5584	0.6179
251.7648	156.9962	549.4679	488.1400	1.9415	0.5547	0.6244
251.9172	156.5609	498.8811	610.7455	1.9469	0.6110	0.4991
252.0696	155.6707	490.1570	623.2086	1.9580	0.6218	0.4891
252.2220	158.0596	495.2147	603.3777	1.9284	0.6155	0.5052
252.3744	158.0655	489.0156	565.2726	1.9283	0.6233	0.5392
252.5268	157.5529	486.7699	527.1675	1.9346	0.6262	0.5782
252.6792	158.7539	473.3968	505.6658	1.9200	0.6439	0.6028
252.8316	158.7522	473.8127	491.2238	1.9200	0.6433	0.6205
252.9840	159.2317	474.5394	504.1264	1.9142	0.6423	0.6046
253.1364	163.2477	513.3154	502.5870	1.8671	0.5938	0.6065
253.2888	161.1194	505.9868	569.0219	1.8918	0.6024	0.5357
253.4412	162.0345	502.5700	553.8553	1.8811	0.6065	0.5503
253.5936	161.0774	487.0734	548.3373	1.8923	0.6258	0.5559
253.7460	160.8463	473.3802	510.4695	1.8950	0.6439	0.5971
253.8984	160.7990	474.4851	514.9439	1.8956	0.6424	0.5919
254.0508	159.2352	475.9152	592.1584	1.9142	0.6405	0.5147
254.2032	161.1693	477.8019	669.3729	1.8912	0.6379	0.4554
254.3556	162.2945	483.9060	669.3729	1.8781	0.6299	0.4554
254.5080	163.1347	489.6714	660.5893	1.8684	0.6225	0.4614
254.6604	163.2363	484.3254	590.2405	1.8673	0.6293	0.5164
254.8128	163.8906	484.4004	579.4423	1.8598	0.6292	0.5260
254.9652	163.9791	491.4146	568.6439	1.8588	0.6203	0.5360
255.1176	163.9445	486.2401	547.0474	1.8592	0.6269	0.5572
255.2700	162.8310	461.5053	618.1713	1.8719	0.6605	0.4931
255.4224	162.5837	474.5131	574.1736	1.8747	0.6424	0.5309
255.5748	162.4521	477.5874	556.8099	1.8763	0.6382	0.5474
255.7272	162.4963	478.8590	539.4463	1.8758	0.6365	0.5650
255.8796	160.9335	493.2013	504.7189	1.8940	0.6180	0.6039
256.0320	164.6351	480.4547	515.8650	1.8514	0.6344	0.5909
256.1844	164.4574	482.3546	494.6860	1.8534	0.6319	0.6162
256.3368	168.9436	488.0179	580.0756	1.8042	0.6246	0.5255
256.4892	167.9929	501.5089	644.2861	1.8144	0.6078	0.4731
256.6416	162.9104	491.1494	632.7217	1.8710	0.6206	0.4817
256.7940	162.6099	502.8262	651.4250	1.8744	0.6062	0.4679
