HOLE:	1230A
LEG:	201
TOP:	0.1519
BOTTOM:	266.3947
DEPTH_WMSF	HSGR	HCGR	HFK	HTHO	HURA	HBHK
m	gAPI	gAPI	%	ppm	ppm	%	
115.0615	50.8087	37.4799	0.9833	6.2563	1.7858	-0.1072
115.2139	52.8554	38.7527	1.0224	6.4354	1.9540	-0.1072
115.3663	55.4744	40.8640	1.0807	6.7709	2.0208	-0.1072
115.5187	56.3347	41.2987	1.1236	6.6586	2.0630	-0.1072
115.6711	55.9001	41.3180	1.1117	6.7350	2.0680	-0.1072
115.8235	55.7326	40.9528	1.1269	6.5287	2.1673	-0.1072
115.9759	57.0003	43.7599	1.2127	6.9265	2.0332	-0.1072
116.1283	57.5496	43.8848	1.2373	6.8222	2.0200	-0.1072
116.2807	56.8114	42.7120	1.2227	6.5321	2.0672	-0.1072
116.4331	56.5489	40.7911	1.1627	6.2678	2.2822	-0.1072
116.5855	58.4038	40.5877	1.1630	6.2008	2.5108	-0.1072
116.7379	58.5827	39.8194	1.1852	5.8246	2.6054	-0.1072
116.8903	58.0736	39.9140	1.2028	5.7519	2.4593	-0.1072
117.0427	56.7599	39.4752	1.2172	5.5266	2.3509	-0.1072
117.1951	56.0097	39.6521	1.2143	5.6006	2.2647	-0.1072
117.3475	55.3858	38.2548	1.2069	5.1961	2.3715	-0.1072
117.4999	54.4021	37.4336	1.1989	4.9796	2.2428	-0.1072
117.6523	56.1866	37.5242	1.1879	5.0730	2.3757	-0.1072
117.8047	57.0206	38.8749	1.1940	5.4701	2.2985	-0.1388
117.9571	58.4225	41.2731	1.2228	6.0700	2.1497	-0.1388
118.1095	58.4833	42.5710	1.2577	6.2819	2.0141	-0.1388
118.2619	60.0788	44.5855	1.2952	6.7082	1.9619	-0.1388
118.4143	59.8336	44.0403	1.2722	6.6680	2.0105	-0.1388
118.5667	59.4071	43.6237	1.2700	6.5478	1.9448	-0.1388
118.7191	58.2537	42.6160	1.1842	6.7272	1.9396	-0.1388
118.8715	58.2802	42.8418	1.1461	7.0222	1.9134	-0.1388
119.0239	58.7185	42.7845	1.1496	6.9838	1.9688	-0.1388
119.1763	57.9512	42.3469	1.1236	6.9953	2.0137	-0.1388
119.3287	58.4311	41.1417	1.1090	6.6946	2.3347	-0.1388
119.4811	56.1621	38.9175	1.0636	6.2477	2.3729	-0.1388
119.6335	54.1014	37.0312	1.0289	5.8461	2.2885	-0.1388
119.7859	52.3908	35.8025	1.0251	5.4741	2.1857	-0.1388
119.9383	50.3466	35.1236	1.0278	5.2406	2.0412	-0.1388
120.0907	51.7028	35.8333	1.0649	5.2506	2.1079	-0.1388
120.2431	50.1090	34.5914	1.0151	5.1443	2.0912	-0.1388
120.3955	52.6956	37.2384	1.1077	5.4504	2.0793	-0.1388
120.5479	52.7648	36.1818	1.0811	5.2669	2.2178	-0.1388
120.7003	53.6737	37.4463	1.0878	5.6331	2.1840	-0.1388
120.8527	53.0027	38.0413	1.0837	5.8476	1.9735	-0.1388
121.0051	52.4211	39.7067	1.1376	6.0660	1.5603	-0.1388
121.1575	52.9619	38.5571	1.1479	5.6372	1.7709	-0.1388
121.3099	54.5982	39.8866	1.2196	5.6430	1.8609	-0.1388
121.4623	55.6604	41.7465	1.2364	6.1409	1.7894	-0.1388
121.6147	55.8219	41.7810	1.2090	6.3124	1.7528	-0.1388
121.7671	54.7528	41.7211	1.1829	6.4461	1.6578	-0.1388
121.9195	54.9572	41.3919	1.1453	6.5607	1.7441	-0.1388
122.0719	54.4535	40.1811	1.1176	6.3349	1.8408	-0.1388
122.2243	54.2729	40.6094	1.1554	6.2507	1.7411	-0.1388
122.3767	53.7853	41.1843	1.1702	6.3482	1.6295	-0.1388
122.5291	52.5092	39.5474	1.1501	5.9413	1.6620	-0.1388
122.6815	51.9936	38.5735	1.1108	5.8592	1.7640	-0.1388
122.8339	50.8303	39.5145	1.0770	6.3591	1.4673	-0.1388
122.9863	52.2393	40.0041	1.0716	6.5477	1.6321	-0.1388
123.1387	51.3590	38.4361	1.0857	5.9625	1.6652	-0.1388
123.2911	51.1976	37.1595	1.0768	5.6053	1.8544	-0.1388
123.4435	49.4823	35.1133	1.0106	5.3371	1.9095	-0.1388
123.5959	48.7094	34.6079	1.0182	5.1304	1.8983	-0.1388
123.7483	49.1053	34.4174	1.0075	5.1322	1.9918	-0.1388
123.9007	49.1633	34.7113	1.0166	5.1732	1.9478	-0.1388
124.0531	50.1772	34.4288	0.9969	5.1978	2.0832	-0.1388
124.2055	49.2254	33.6799	0.9397	5.2929	2.1514	-0.1388
124.3579	50.3854	35.1263	0.9571	5.6547	2.1484	-0.1388
124.5103	50.6269	34.8142	1.0090	5.2508	2.2335	-0.1388
124.6627	52.9634	36.6909	1.0810	5.4309	2.2364	-0.1388
124.8151	51.6162	35.2929	1.0309	5.2760	2.2375	-0.1388
124.9675	52.7871	37.5124	1.0866	5.6611	2.1164	-0.1388
125.1199	49.4504	36.2954	1.0630	5.4096	1.7881	-0.1388
125.2723	49.3274	37.4013	1.1011	5.5408	1.6268	-0.1388
125.4247	48.3347	37.3836	1.1269	5.3838	1.4921	-0.1388
125.5771	50.1743	37.1719	1.1125	5.4002	1.8066	-0.1388
125.7295	51.2887	38.7222	1.1998	5.3861	1.7364	-0.1388
125.8819	51.4067	38.6552	1.2390	5.1350	1.6555	-0.1388
126.0343	49.4639	37.0665	1.2035	4.8335	1.5384	-0.1388
126.1867	49.8318	37.5877	1.1968	5.0397	1.4881	-0.1388
126.3391	50.1487	37.1541	1.1719	5.0463	1.5651	-0.1388
126.4915	53.3901	38.9091	1.2361	5.2332	1.8300	-0.1388
126.6439	53.5934	37.7772	1.2215	4.9559	2.0122	-0.1388
126.7963	52.8918	36.6148	1.1906	4.7638	2.0925	-0.1388
126.9487	53.7007	36.3038	1.1682	4.7956	2.2283	-0.1388
127.1011	53.3729	35.8141	1.1180	4.9327	2.2480	-0.1388
127.2535	53.7473	37.2833	1.1607	5.1535	2.0489	-0.1388
127.4059	51.6631	34.6621	1.0431	5.0020	2.1332	-0.1388
127.5583	51.3180	34.0859	1.0313	4.8863	2.1850	-0.1388
127.7107	50.8565	33.3917	1.0214	4.7219	2.2564	-0.1388
127.8631	50.6851	33.6707	1.0058	4.9026	2.2213	-0.1388
128.0155	49.2718	33.2404	1.0059	4.7640	2.1357	-0.1388
128.1679	49.7230	34.1449	1.0131	5.0121	2.0187	-0.1388
128.3203	50.2370	34.3678	1.0031	5.1415	2.0025	-0.1388
128.4727	51.4464	35.5505	1.0147	5.4531	2.0350	-0.1388
128.6251	50.2915	35.3178	1.0070	5.4235	1.9701	-0.1388
128.7775	48.8793	34.7459	0.9936	5.3189	1.8817	-0.1388
128.9299	48.0520	34.3351	0.9944	5.1826	1.8893	-0.1388
129.0823	49.2639	36.0833	1.0631	5.3406	1.8175	-0.1388
129.2347	49.1179	35.6316	1.0417	5.3209	1.8542	-0.1388
129.3871	48.2646	35.4416	1.0238	5.3649	1.7543	-0.1388
129.5395	47.6379	33.3848	1.0055	4.8131	1.9433	-0.1388
129.6919	48.7488	33.8269	1.0197	4.8716	2.0363	-0.1388
129.8443	50.3845	34.2968	1.0259	4.9855	2.1766	-0.1388
129.9967	51.7657	36.6510	1.0805	5.4207	2.0957	-0.1388
130.1491	52.7626	37.0659	1.0929	5.4809	2.1529	-0.1388
130.3015	53.4452	37.1300	1.0998	5.4605	2.1810	-0.1388
130.4539	53.8863	36.4291	1.0891	5.2984	2.2573	-0.1388
130.6063	53.1179	35.2750	1.0507	5.1534	2.2888	-0.1388
130.7587	54.3870	36.6258	1.0824	5.4008	2.2611	-0.1388
130.9111	53.3476	37.2210	1.0745	5.6377	2.0381	-0.1388
131.0635	55.1606	38.2303	1.1381	5.5886	2.1438	-0.1388
131.2159	53.8077	38.0772	1.0866	5.8411	2.0101	-0.1388
131.3683	54.3359	39.3880	1.1346	5.9799	1.9329	-0.1388
131.5207	52.6948	39.9782	1.1426	6.1224	1.6678	-0.1388
131.6731	53.9444	40.5771	1.1929	6.0198	1.7349	-0.1388
131.8255	52.6763	40.1830	1.1929	5.8932	1.5567	-0.1388
131.9779	52.4230	39.5033	1.1731	5.7913	1.6064	-0.1388
132.1303	50.3015	37.8746	1.1486	5.4130	1.5689	-0.1388
132.2827	50.9304	38.4287	1.1745	5.4389	1.5592	-0.1388
132.4351	50.4357	37.6612	1.1590	5.2837	1.5482	-0.1388
132.5875	50.6095	37.3049	1.1543	5.1967	1.6413	-0.1388
132.7399	51.3674	37.9185	1.1594	5.3637	1.6396	-0.1388
132.8923	51.8383	39.0726	1.1874	5.5696	1.5594	-0.1388
133.0447	52.6099	38.2913	1.1525	5.5233	1.7536	-0.1388
133.1971	51.0357	35.5388	1.0950	4.9781	1.9270	-0.1388
133.3495	51.2676	34.3657	1.0638	4.7847	2.1207	-0.1388
133.5019	49.7445	33.9182	1.0148	4.9277	2.0609	-0.1388
133.6543	49.8233	34.7710	1.0397	5.0557	1.9452	-0.1388
133.8067	48.2650	34.8903	0.9826	5.4278	1.7493	-0.1388
133.9591	48.8951	35.2825	0.9603	5.6842	1.7847	-0.1388
134.1115	48.5025	34.5603	0.9361	5.5942	1.9097	-0.1388
134.2639	47.9948	34.6428	0.9122	5.7612	1.7968	-0.1388
134.4163	47.7725	33.6345	0.8823	5.6133	1.8921	-0.1388
134.5687	48.4168	33.2979	0.8934	5.4402	1.9986	-0.1388
134.7211	48.9476	34.2793	0.9077	5.6711	1.9191	-0.1388
134.8735	48.2280	34.1716	0.9094	5.6267	1.7848	-0.1388
135.0259	47.2690	34.0848	0.8742	5.8052	1.6590	-0.1388
135.1783	46.6808	33.1445	0.8517	5.6359	1.6838	-0.1388
135.3307	47.1708	32.3599	0.8298	5.5123	1.8398	-0.1388
135.4831	48.2737	31.7332	0.8333	5.2915	2.0531	-0.1388
135.6355	49.1577	32.0168	0.8809	5.1035	2.0775	-0.1388
135.7879	49.5324	31.3013	0.8639	4.9744	2.1856	-0.1388
135.9403	49.3373	30.1447	0.8534	4.6651	2.3128	-0.1388
136.0927	49.4151	31.5898	0.8712	5.0238	2.1759	-0.1388
136.2451	49.4920	30.9916	0.8578	4.9104	2.2088	-0.1388
136.3975	48.0361	29.7397	0.8089	4.7959	2.2124	-0.1388
136.5499	47.1387	29.6856	0.7913	4.8813	2.1023	-0.1388
136.7023	46.6514	30.9882	0.8308	5.0677	1.9034	-0.1388
136.8547	46.4499	30.0744	0.8489	4.6690	2.0019	-0.1388
137.0071	48.0296	32.3754	0.9030	5.0900	1.8895	-0.1388
137.1595	48.5481	33.0451	0.9344	5.1203	1.9162	-0.1388
137.3119	48.9047	34.1307	0.9368	5.4543	1.8947	-0.1388
137.4643	48.7149	35.1260	0.9661	5.6017	1.7207	-0.1388
137.6167	48.7750	35.6843	0.9757	5.7249	1.6575	-0.1388
137.7691	48.5263	34.0822	0.9246	5.5102	1.8481	-0.1388
137.9215	49.2808	34.7703	0.9388	5.6475	1.8864	-0.1388
138.0739	50.9122	36.0531	1.0112	5.6349	1.9178	-0.1388
138.2263	52.1647	36.2111	1.0133	5.6728	2.0990	-0.1388
138.3787	51.3967	34.5109	0.9798	5.3240	2.1915	-0.1388
138.5311	50.2686	33.9036	0.9550	5.2745	2.0847	-0.1388
138.6835	50.2772	33.7501	0.9646	5.1689	2.0904	-0.1388
138.8359	50.6893	34.0450	0.9663	5.2537	2.0689	-0.1388
138.9883	50.4314	33.1355	0.9509	5.0521	2.1501	-0.1388
139.1407	49.7883	32.5550	0.9119	5.0937	2.1983	-0.1388
139.2931	47.6018	31.7367	0.8635	5.1146	2.0657	-0.1388
139.4455	45.7980	30.2764	0.8504	4.7233	2.0273	-0.1388
139.5979	44.9384	30.3004	0.8833	4.5387	1.9410	-0.1388
139.7503	45.2623	30.5716	0.8736	4.6823	1.9488	-0.1388
139.9027	47.1194	32.7575	0.9443	4.9685	1.8778	-0.1388
140.0551	47.6234	32.6488	0.9339	4.9947	1.9809	-0.1388
140.2075	49.1554	35.2887	1.0047	5.4256	1.9294	-0.1388
140.3599	48.9136	34.6564	0.9784	5.3771	2.0137	-0.1388
140.5123	51.3618	35.5911	1.0251	5.4029	2.1922	-0.1388
140.6647	52.3521	36.6827	1.0771	5.4486	2.1321	-0.1388
140.8171	51.4837	36.4264	1.1076	5.1882	2.0264	-0.1388
140.9695	50.6128	35.7179	1.1335	4.8096	1.9621	-0.1388
141.1219	49.8841	36.5713	1.1554	4.9546	1.7581	-0.1388
141.2743	50.0587	35.9599	1.1024	5.0694	1.8488	-0.1388
141.4267	51.1928	36.6735	1.1134	5.2335	1.9249	-0.1388
141.5791	51.4312	36.5927	1.1303	5.1088	2.0145	-0.1388
141.7315	53.2944	38.7254	1.2004	5.3818	1.9615	-0.1388
141.8839	52.7226	36.8735	1.1311	5.1943	2.0882	-0.1388
142.0363	54.0986	38.7535	1.2144	5.3095	1.9700	-0.1388
142.1887	53.8759	38.4796	1.1958	5.3304	2.0149	-0.1388
142.3411	54.5981	38.3722	1.1735	5.4267	2.1438	-0.1388
142.4935	54.3657	37.9399	1.1304	5.5403	2.2119	-0.1388
142.6459	55.4835	38.7686	1.1442	5.7255	2.2550	-0.1388
142.7983	54.6526	38.4190	1.1113	5.8063	2.1692	-0.1388
142.9507	55.1792	38.3790	1.0944	5.8926	2.2686	-0.1388
143.1031	55.3470	37.8823	1.0730	5.8589	2.3460	-0.1388
143.2555	57.7875	39.9797	1.1268	6.2164	2.3902	-0.1388
143.4079	57.9150	39.1279	1.0929	6.1420	2.5024	-0.1388
143.5603	57.1629	39.1780	1.1085	6.0668	2.3445	-0.1388
143.7127	54.5110	35.4578	0.9954	5.5370	2.5587	-0.1388
143.8651	52.7456	35.0823	0.9845	5.4804	2.3327	-0.1388
144.0175	51.9948	34.4942	0.9843	5.2935	2.3195	-0.1388
144.1699	51.5449	33.7863	0.9867	5.0522	2.3230	-0.1388
144.3223	51.9051	33.5410	0.9638	5.1076	2.4121	-0.1388
144.4747	51.0804	32.1587	0.9535	4.7251	2.4292	-0.1388
144.6271	50.7097	32.8075	1.0148	4.5742	2.2636	-0.1388
144.7795	50.5410	32.5724	1.0279	4.4221	2.2398	-0.1388
144.9319	49.9221	31.6942	0.9680	4.4909	2.3375	-0.1388
145.0843	48.8205	31.3694	0.9590	4.4396	2.2395	-0.1388
145.2367	48.5168	30.7241	0.9461	4.3084	2.3496	-0.1388
145.3891	49.8370	32.2514	0.9430	4.8161	2.2815	-0.1388
145.5415	51.0197	32.9708	0.9394	5.0677	2.3989	-0.1388
145.6939	50.6310	32.6289	0.8959	5.2124	2.3848	-0.1388
145.8463	50.5589	32.2736	0.8766	5.2118	2.4180	-0.1388
145.9987	51.1095	33.0277	0.9005	5.3133	2.3687	-0.1388
146.1511	50.6831	32.1177	0.8538	5.2952	2.4788	-0.1388
146.3035	48.8468	31.2843	0.8121	5.2723	2.3440	-0.1388
146.4559	46.0142	29.8326	0.7764	5.0155	2.1346	-0.1388
146.6083	46.1577	29.7777	0.8021	4.8480	2.0385	-0.1388
146.7607	47.1199	30.1844	0.7909	5.0434	2.1092	-0.1388
146.9131	48.5513	30.8849	0.7660	5.4138	2.1681	-0.1388
147.0655	49.1558	31.6168	0.8505	5.1537	2.1124	-0.1388
147.2179	51.0750	32.1603	0.8934	5.0764	2.2314	-0.1388
147.3703	52.7380	34.7014	0.9597	5.5027	2.1315	-0.1388
147.5227	52.9681	34.0535	0.9622	5.2807	2.2579	-0.1388
147.6751	51.7338	33.1360	0.9498	5.0593	2.2403	-0.1388
147.8275	50.6896	31.9849	0.9173	4.8810	2.2358	-0.1388
147.9799	50.3914	31.6218	0.8843	4.9574	2.2054	-0.1388
148.1323	51.6975	32.8464	0.9083	5.2094	2.2481	-0.1388
148.2847	51.8475	32.4356	0.8836	5.2223	2.4066	-0.1388
148.4371	53.6971	33.8039	0.9595	5.2164	2.4737	-0.1388
148.5895	53.0123	33.5596	0.9841	4.9944	2.4622	-0.1388
148.7419	53.2128	33.1360	0.9614	4.9916	2.5855	-0.1388
148.8943	51.4131	33.3651	0.9622	5.0600	2.3560	-0.1388
149.0467	51.7675	33.0957	0.9809	4.8648	2.4453	-0.1388
149.1991	53.5252	34.7994	1.0225	5.1670	2.4332	-0.1388
149.3515	53.8478	34.3307	1.0172	5.0479	2.5051	-0.1388
149.5039	54.6786	35.5108	1.0729	5.0995	2.4751	-0.1388
149.6563	55.3386	35.4370	1.1204	4.7979	2.6263	-0.1388
149.8087	56.9660	36.8686	1.1636	5.0042	2.6516	-0.1388
149.9611	56.2134	37.5591	1.1534	5.2850	2.4387	-0.1388
150.1135	54.1418	35.1702	1.0714	4.9999	2.4850	-0.1388
150.2659	54.0019	34.4299	1.0636	4.8083	2.4421	-0.1388
150.4183	54.0936	34.6556	1.0787	4.7921	2.4705	-0.1388
150.5707	54.6232	34.4890	1.0917	4.6622	2.5369	-0.1388
150.7231	53.5375	34.3836	1.0512	4.8656	2.4411	-0.1388
150.8755	52.8084	35.8246	1.0513	5.3264	2.1643	-0.1388
151.0279	51.9888	35.2429	1.0537	5.1262	2.1268	-0.1388
151.1803	52.3220	35.4459	1.0660	5.1194	2.1951	-0.1388
151.3327	51.9132	36.2512	1.0666	5.3733	2.0600	-0.1388
151.4851	51.4845	35.5143	1.0385	5.3019	2.1269	-0.1388
151.6375	50.7036	34.3865	1.0149	5.0782	2.1577	-0.1388
151.7899	49.4275	34.7868	1.0180	5.1883	1.9446	-0.1388
151.9423	50.1873	35.9956	1.0527	5.3726	1.9631	-0.1388
152.0947	51.6231	37.8431	1.0824	5.7906	1.8609	-0.1388
152.2471	54.2394	39.6895	1.0980	6.2912	2.0046	-0.1388
152.3995	56.0611	40.7799	1.1291	6.4580	2.0667	-0.1388
152.5519	55.9323	39.1659	1.1066	6.0728	2.2135	-0.1388
152.7043	56.2352	39.5859	1.0647	6.4522	2.2294	-0.1388
152.8567	56.3985	40.3591	1.0693	6.6732	2.1052	-0.1388
153.0091	55.1685	37.8627	1.0014	6.2706	2.2824	-0.1388
153.1615	52.9690	37.4074	0.9872	6.2082	2.0101	-0.1388
153.3139	51.3544	35.8595	0.9387	5.9955	2.0203	-0.1388
153.4663	51.1511	35.1284	0.9323	5.7990	2.0984	-0.1388
153.6187	51.9178	36.0633	0.9352	6.0814	2.0889	-0.1388
153.7711	50.8844	34.7563	0.8781	5.9970	2.1646	-0.1388
153.9235	50.4055	34.9534	0.9122	5.8606	2.0140	-0.1388
154.0759	49.2542	34.1258	0.9120	5.5961	2.0267	-0.1388
154.2283	49.4793	34.9946	0.9304	5.7669	2.0143	-0.1388
154.3807	49.4639	35.3054	0.9350	5.8396	1.9778	-0.1388
154.5331	50.4247	36.2443	0.9488	6.0596	2.0286	-0.1388
154.6855	50.7640	36.6511	0.9439	6.2183	1.9837	-0.1388
154.8379	51.1349	35.6640	0.9386	5.9334	2.2180	-0.1388
154.9903	50.3771	35.8070	0.9490	5.9181	2.0510	-0.1388
155.1427	51.4337	36.2707	0.9491	6.0664	2.1226	-0.1388
155.2951	52.3769	36.8622	0.9743	6.1084	2.1166	-0.1388
155.4475	53.8682	37.8303	1.0001	6.2673	2.1753	-0.1388
155.5999	53.6883	36.9349	0.9561	6.2383	2.2626	-0.1388
155.7523	52.5577	35.8909	0.9199	6.1154	2.2250	-0.1388
155.9047	51.7509	34.6313	0.9259	5.6768	2.2787	-0.1388
156.0571	50.1453	31.8900	0.8878	5.0215	2.4193	-0.1388
156.2095	47.9585	29.1385	0.8153	4.5642	2.4319	-0.1388
156.3619	48.1778	28.6578	0.8221	4.3706	2.5399	-0.1388
156.5143	49.6848	27.9719	0.8069	4.2397	2.7506	-0.1388
156.6667	53.9538	29.5406	0.8867	4.2751	3.1382	-0.1388
156.8191	55.7870	30.1213	0.9025	4.3687	3.2745	-0.1388
156.9715	58.5774	30.7576	0.9163	4.4918	3.6324	-0.1388
157.1239	59.3953	31.1335	0.9594	4.3600	3.7377	-0.1388
157.2763	58.9882	31.6180	0.9544	4.5447	3.6504	-0.1388
157.4287	58.4225	29.9086	0.9174	4.2138	3.7245	-0.1388
157.5811	59.6743	30.1412	0.8953	4.4173	3.8185	-0.1388
157.7335	60.6270	31.1375	0.9044	4.6837	3.8565	-0.1388
157.8859	60.0920	30.8984	0.8623	4.8534	3.8804	-0.1388
158.0383	59.1281	30.6622	0.8331	4.9488	3.7786	-0.1388
158.1907	57.3697	31.1050	0.8463	5.0133	3.5134	-0.1388
158.3431	56.0808	30.9496	0.7936	5.2726	3.3652	-0.1388
158.4955	56.0932	32.3149	0.8211	5.5487	3.1865	-0.1388
158.6479	58.2774	33.7822	0.8606	5.7877	3.2716	-0.1388
158.8003	62.3957	36.9977	0.9315	6.4034	3.3333	-0.1388
158.9527	64.4593	38.1863	0.9565	6.6379	3.4302	-0.1388
159.1051	64.1427	38.8855	0.9886	6.6738	3.3194	-0.1388
159.2575	59.4538	36.4393	0.9078	6.3629	3.0670	-0.1388
159.4099	56.1268	35.2939	0.8679	6.2292	2.7894	-0.1388
159.5623	55.0826	35.8083	0.9289	6.0372	2.5449	-0.1388
159.7147	55.8043	36.9815	0.9691	6.1781	2.4602	-0.1388
159.8671	55.6179	37.4230	0.9841	6.2316	2.4109	-0.1388
160.0195	54.2919	36.9944	0.9953	6.0287	2.2954	-0.1388
160.1719	51.8621	34.2855	0.9239	5.5784	2.3376	-0.1388
160.3243	49.3050	33.4283	0.8900	5.5024	2.1122	-0.1388
160.4767	47.6406	32.0514	0.8243	5.4454	2.1107	-0.1388
160.6291	46.5032	30.9951	0.8203	5.1306	2.1263	-0.1388
160.7815	44.8882	31.2022	0.8311	5.1339	1.8967	-0.1388
160.9339	44.1506	30.7829	0.8543	4.8638	1.8378	-0.1388
161.0863	45.3663	30.8459	0.8890	4.6812	1.9024	-0.1388
161.2387	45.6801	30.0188	0.8320	4.7497	2.0654	-0.1388
161.3911	45.7492	31.5349	0.8693	5.0173	1.8748	-0.1388
161.5435	44.8801	31.2087	0.8913	4.7841	1.7938	-0.1388
161.6959	45.2242	31.1417	0.8981	4.7230	1.8400	-0.1388
161.8483	44.9015	31.9831	0.9299	4.8068	1.7131	-0.1388
162.0007	44.8749	31.0230	0.9254	4.5260	1.7920	-0.1388
162.1531	44.5004	29.8476	0.9160	4.2043	1.8797	-0.1388
162.3055	44.5600	29.9459	0.9116	4.2618	1.8879	-0.1388
162.4579	45.0256	29.8182	0.8730	4.4473	2.0153	-0.2143
162.6103	44.9312	30.5199	0.8542	4.7822	1.8888	-0.2143
162.7627	45.9744	31.8459	0.9192	4.8267	1.8787	-0.2143
162.9151	45.5515	31.8980	0.9623	4.5914	1.8054	-0.2143
163.0675	45.0739	31.2720	0.9758	4.3120	1.8167	-0.2143
163.2199	43.6708	30.1328	0.9119	4.3209	1.8035	-0.2143
163.3723	41.7154	28.6318	0.8723	4.0715	1.7465	-0.2143
163.5247	41.7691	28.0364	0.8857	3.8021	1.8055	-0.2143
163.6771	41.8696	28.3997	0.8841	3.9283	1.7990	-0.2143
163.8295	44.6217	30.7533	0.9519	4.2858	1.8713	-0.2143
163.9819	45.0295	30.4874	0.9530	4.1942	1.9511	-0.2143
164.1343	45.3774	30.9564	0.9517	4.3520	1.9148	-0.2143
164.2867	44.6403	30.6299	0.9782	4.0925	1.8321	-0.2143
164.4391	45.1836	30.9198	0.9676	4.2470	1.8689	-0.2143
164.5915	46.7856	32.1554	0.9683	4.6389	1.9145	-0.2143
164.7439	48.9332	33.5419	1.0062	4.8615	2.0407	-0.2143
164.8963	50.9805	37.1496	1.0933	5.5083	1.7759	-0.2143
165.0487	52.2876	37.3832	1.1187	5.4345	1.9261	-0.2143
165.2011	52.3059	36.5652	1.0654	5.4844	2.0119	-0.2143
165.3535	52.6186	36.9726	1.0596	5.6490	2.0268	-0.2143
165.5059	52.1907	36.3101	1.0583	5.4442	2.0693	-0.2143
165.6583	52.4734	36.8208	1.0655	5.5657	2.0354	-0.2143
165.8107	52.8935	35.5686	1.0902	5.0194	2.1867	-0.2143
165.9631	53.4544	35.1817	1.0556	5.0975	2.3497	-0.2143
166.1155	53.1375	34.2628	1.0076	5.0842	2.4663	-0.2143
166.2679	52.1070	34.8186	1.0348	5.1027	2.2538	-0.2143
166.4203	50.6092	32.8582	0.9590	4.9183	2.2870	-0.2143
166.5727	50.8564	30.9078	0.9144	4.5541	2.5903	-0.2143
166.7251	51.5938	31.8636	0.9119	4.8748	2.5218	-0.2143
166.8775	51.2405	33.0738	0.9540	5.0165	2.3487	-0.2143
167.0299	48.2639	30.6981	0.9019	4.5602	2.2297	-0.2143
167.1823	47.5461	30.4786	0.8792	4.6226	2.1007	-0.2143
167.3347	48.2542	30.9999	0.9094	4.6133	2.0663	-0.2143
167.4871	48.7465	32.4227	0.9340	4.9251	2.0247	-0.2143
167.6395	48.1269	31.8282	0.9312	4.7512	2.0248	-0.2143
167.7919	46.9585	31.8748	0.9175	4.8463	1.8741	-0.2143
167.9443	48.0297	31.8652	0.9398	4.7127	2.0114	-0.2143
168.0967	48.3278	31.3354	0.9417	4.5318	2.1778	-0.2143
168.2491	48.3468	31.0278	0.9269	4.5201	2.1965	-0.2143
168.4015	50.6078	32.6798	1.0001	4.6214	2.3117	-0.2143
168.5539	50.4752	31.6862	0.9640	4.5139	2.4604	-0.2143
168.7063	52.4130	33.4999	1.0378	4.6636	2.4831	-0.2143
168.8587	51.7662	32.9475	1.0460	4.4385	2.4981	-0.2143
169.0111	51.1364	32.9992	1.0256	4.5747	2.5172	-0.2143
169.1635	51.1748	32.3389	1.0061	4.4772	2.5353	-0.2143
169.3159	51.5012	32.8615	0.9993	4.6845	2.5276	-0.2143
169.4683	52.8266	33.4381	1.0381	4.6425	2.5632	-0.2143
169.6207	52.7277	33.5931	1.0310	4.7337	2.5376	-0.2143
169.7731	51.0142	32.5867	0.9913	4.6433	2.3663	-0.2143
169.9255	52.8467	34.0266	1.0315	4.8695	2.4932	-0.2143
170.0779	52.5089	34.1250	1.0384	4.8609	2.3669	-0.2143
170.2303	54.4680	35.1595	1.0661	5.0305	2.4507	-0.2143
170.3827	53.9327	34.7367	1.0347	5.0785	2.4254	-0.2143
170.5351	53.6337	35.6704	1.0303	5.4037	2.3028	-0.2143
170.6875	52.3062	34.0177	0.9911	5.1033	2.2650	-0.2143
170.8399	52.6746	35.8513	1.0253	5.4910	2.1544	-0.2143
170.9923	53.3691	36.4447	1.0438	5.5731	2.1573	-0.2143
171.1447	53.6467	37.4656	1.0617	5.7957	2.0814	-0.2143
171.2971	51.5480	35.7407	1.0106	5.5416	2.0011	-0.2143
171.4495	51.2650	35.9598	0.9945	5.7060	1.9759	-0.2143
171.6019	51.2427	35.5910	0.9927	5.5986	1.9900	-0.2143
171.7543	51.9176	35.1911	0.9642	5.6373	2.1929	-0.2143
171.9067	52.0171	35.4994	0.9937	5.5631	2.1892	-0.2143
172.0591	52.7683	36.1490	1.0070	5.6933	2.3005	-0.2143
172.2115	52.4476	34.9991	0.9964	5.3869	2.3988	-0.2143
172.3639	51.4869	34.7314	0.9955	5.3067	2.3206	-0.2143
172.5163	49.2898	31.4085	0.9200	4.6833	2.4174	-0.2143
172.6687	49.7059	30.8944	0.9026	4.6204	2.5546	-0.2143
172.8211	48.1660	28.1612	0.8495	4.0547	2.7575	-0.2143
172.9735	49.6483	29.1194	0.8843	4.1581	2.8340	-0.2143
173.1259	49.6525	28.3091	0.8772	3.9400	2.9623	-0.2143
173.2783	52.6580	31.1151	0.9683	4.3063	2.9754	-0.2143
173.4307	51.9141	30.9530	0.9343	4.4533	2.8234	-0.2143
173.5831	51.4416	29.7448	0.9056	4.2343	2.8909	-0.2143
173.7355	50.0362	27.7987	0.8617	3.8673	2.9307	-0.2143
