HOLE:	1230A
LEG:	201
TOP:	0.1519
BOTTOM:	266.3947
DEPTH_WMSF	HSGR	HCGR	HFK	HTHO	HURA	HBHK
m	gAPI	gAPI	%	ppm	ppm	%	
232.7143	59.4534	34.7921	1.0576	4.9571	3.2094	-999.2500
232.8667	62.9341	36.4314	1.1068	5.1944	3.4168	-999.2500
233.0191	64.9832	38.9083	1.1607	5.6724	3.3205	-999.2500
233.1715	64.8841	39.6622	1.1865	5.7623	3.2116	-999.2500
233.3239	61.9784	39.1616	1.1814	5.6323	2.9360	-999.2500
233.4763	61.8006	41.4962	1.2209	6.1488	2.6695	-999.2500
233.6287	61.8101	41.9458	1.2178	6.3114	2.6479	-999.2500
233.7811	62.8024	41.8523	1.2111	6.3209	2.6882	-999.2500
233.9335	62.3275	40.6769	1.1718	6.1746	2.8064	-999.2500
234.0859	61.7676	39.5208	1.1350	6.0200	2.8918	-999.2500
234.2383	62.5460	40.6211	1.1143	6.4940	2.8922	-999.2500
234.3907	62.3428	41.1147	1.1426	6.4865	2.7835	-999.2500
234.5431	62.3961	40.9588	1.1491	6.3983	2.8402	-999.2500
234.6955	59.8580	38.9701	1.0778	6.1790	2.7302	-999.2500
234.8479	59.0024	37.9030	1.0593	5.9458	2.7714	-999.2500
235.0003	59.1982	35.8479	0.9923	5.6793	3.0484	-999.2500
235.1527	59.5793	34.8253	0.9638	5.5190	3.1561	-999.2500
235.3051	58.7290	33.8684	0.9252	5.4378	3.1685	-999.2500
235.4575	57.6680	32.9501	0.9067	5.2519	3.2281	-999.2500
235.6099	58.5395	32.1897	0.8796	5.1668	3.4538	-999.2500
235.7623	60.2149	32.9164	0.9066	5.2413	3.5287	-999.2500
235.9147	62.1407	33.7450	0.9520	5.2411	3.6647	-999.2500
236.0671	63.0311	34.7529	0.9848	5.3724	3.6553	-999.2500
236.2195	63.6154	36.2643	1.0228	5.6338	3.5643	-999.2500
236.3719	62.6497	35.6872	0.9965	5.6032	3.5772	-999.2500
236.5243	61.4480	34.8684	0.9477	5.6263	3.5079	-999.2500
236.6767	60.2864	35.1174	0.9481	5.7040	3.3475	-999.2500
236.8291	62.2290	35.5763	0.9790	5.6700	3.5991	-999.2500
236.9815	64.5445	36.6947	1.0319	5.7188	3.6825	-999.2500
237.1339	66.9595	37.7919	1.0666	5.8675	3.8646	-999.2500
237.2863	67.2338	38.0066	1.1228	5.6075	3.8826	-999.2500
237.4387	66.7966	36.8849	1.0979	5.3937	4.0590	-999.2500
237.5911	64.8571	36.6059	1.0161	5.7835	3.7859	-999.2500
237.7435	63.4840	36.1340	1.0135	5.6480	3.6580	-999.2500
237.8959	61.5976	33.8036	0.9603	5.2124	3.6414	-999.2500
238.0483	60.2869	33.4225	1.0023	4.8443	3.4880	-999.2500
238.2007	58.4552	33.0324	1.0091	4.6797	3.3644	-999.2500
238.3531	57.6124	32.9141	1.0256	4.5454	3.2210	-999.2500
238.5055	57.7477	33.4691	1.0327	4.6817	3.1545	-999.2500
238.6579	57.7830	33.0355	1.0146	4.6486	3.2828	-999.2500
238.8103	58.2895	34.2429	1.0237	4.9815	3.1897	-999.2500
238.9627	59.4510	35.8379	1.0120	5.5608	3.0922	-999.2500
239.1151	61.0042	37.4580	1.0664	5.7614	2.9905	-999.2500
239.2675	61.2591	37.7551	1.1328	5.4677	3.0031	-999.2500
239.4199	62.3178	37.5036	1.1245	5.4349	3.1895	-999.2500
239.5723	61.4809	38.4110	1.1185	5.7601	2.8945	-999.2500
239.7247	60.0119	37.1957	1.0566	5.7328	2.9039	-999.2500
239.8771	56.0345	34.7517	0.9757	5.4224	2.6227	-999.2500
240.0295	53.6788	34.1073	0.9410	5.4189	2.4175	-999.2500
240.1819	53.6757	33.6340	0.9399	5.2728	2.4495	-999.2500
240.3343	55.5458	36.2305	0.9932	5.7926	2.3326	-999.2500
240.4867	59.5188	38.2012	1.0508	6.0866	2.5814	-999.2500
240.6391	63.1013	40.5871	1.1359	6.3519	2.7557	-999.2500
240.7915	66.9840	43.2256	1.2010	6.8160	2.9075	-999.2500
240.9439	69.0120	44.6473	1.2530	6.9669	2.9890	-999.2500
241.0963	69.6845	46.7087	1.3007	7.3478	2.8038	-999.2500
241.2487	65.9974	44.6889	1.2391	7.0612	2.6686	-999.2500
241.4011	59.9915	40.8081	1.1439	6.3755	2.3914	-999.2500
241.5535	55.2309	38.1848	1.0708	5.9632	2.1752	-999.2500
241.7059	53.5747	36.1172	1.0191	5.6038	2.1987	-999.2500
241.8583	54.7562	37.5513	1.0707	5.7610	2.2025	-999.2500
242.0107	53.9214	35.8664	1.0212	5.5116	2.3049	-999.2500
242.1631	53.2130	35.8685	1.0149	5.5494	2.1822	-999.2500
242.3155	51.1778	34.3115	0.9830	5.2376	2.1056	-999.2500
242.4679	51.3924	34.6811	0.9776	5.3875	2.1051	-999.2500
242.6203	52.5917	34.4281	0.9456	5.4942	2.3315	-999.2500
242.7727	52.9758	34.7249	0.9512	5.5571	2.3674	-999.2500
242.9251	53.9435	34.8791	0.9614	5.5472	2.5477	-999.2500
243.0775	52.3542	33.2653	0.8954	5.4173	2.5199	-999.2500
243.2299	52.9112	32.0722	0.8801	5.1248	2.6699	-999.2500
243.3823	53.1289	32.8575	0.9007	5.2556	2.6457	-999.2500
243.5347	55.5822	34.0173	0.9031	5.6131	2.7831	-999.2500
243.6871	57.1484	35.6566	0.9819	5.6770	2.7672	-999.2500
243.8395	54.6971	33.9595	0.9679	5.2156	2.6901	-999.2500
243.9919	50.6711	31.9647	0.8851	5.0614	2.4592	-999.2500
244.1443	46.1185	28.4728	0.7752	4.5859	2.3030	-999.2500
244.2967	44.3811	27.6953	0.7825	4.2944	2.1114	-999.2500
244.4491	45.2879	27.6348	0.7924	4.2166	2.2711	-999.2500
244.6015	47.3718	27.9294	0.8188	4.1565	2.4858	-999.2500
244.7539	50.7584	29.9936	0.9081	4.2951	2.6563	-999.2500
244.9063	52.9746	31.8863	0.9557	4.6229	2.7233	-999.2500
245.0587	54.3652	33.2322	1.0101	4.7363	2.7163	-999.2500
245.2111	55.4615	33.9539	1.0292	4.8554	2.7842	-999.2500
245.3635	56.0083	33.4790	0.9864	4.9542	2.9444	-999.2500
245.5159	57.1249	34.7628	0.9912	5.3375	2.9893	-999.2500
245.6683	57.6996	34.4584	0.9903	5.2449	3.0957	-999.2500
245.8207	57.5538	35.7288	1.0265	5.4404	2.9395	-999.2500
245.9731	57.5640	34.9311	0.9891	5.4038	3.1059	-999.2500
246.1255	55.6782	33.5995	0.9762	5.0528	3.0000	-999.2500
246.2779	55.3726	33.7037	0.9748	5.0946	2.9318	-999.2500
246.4303	52.9945	31.5489	0.9043	4.8165	2.9105	-999.2500
246.5827	50.9847	30.9616	0.8841	4.7471	2.7630	-999.2500
246.7351	45.8948	27.1852	0.7451	4.3502	2.5882	-999.2500
246.8875	41.6363	24.7280	0.6722	3.9896	2.4073	-999.2500
247.0399	40.7754	24.4184	0.6827	3.8284	2.3202	-999.2500
247.1923	42.2022	24.8165	0.7295	3.6812	2.4044	-999.2500
247.3447	43.3050	25.6570	0.7368	3.9076	2.4545	-999.2500
247.4971	44.1197	25.8004	0.7698	3.7594	2.5333	-999.2500
247.6495	46.5419	28.5237	0.8476	4.1764	2.4826	-999.2500
247.8019	50.7606	29.4724	0.8740	4.3249	2.8362	-999.2500
247.9543	55.4542	32.9617	0.9979	4.7168	2.9667	-999.2500
248.1067	58.8780	35.7336	1.0428	5.3420	3.0982	-999.2500
248.2591	61.7577	37.4448	1.0933	5.5940	3.2848	-999.2500
248.4115	63.1813	38.9625	1.1725	5.6163	3.2295	-999.2500
248.5639	62.6203	39.1050	1.1891	5.5647	3.0096	-999.2500
248.7163	63.6453	38.2052	1.1710	5.3830	3.2721	-999.2500
248.8687	64.4693	38.3466	1.1420	5.5980	3.3821	-999.2500
249.0211	64.5116	38.5501	1.1780	5.4523	3.3089	-999.2500
249.1735	64.2642	37.4755	1.1506	5.2687	3.3668	-999.2500
249.3259	63.8044	37.2626	1.1732	5.0684	3.3129	-999.2500
249.4783	65.0796	37.3966	1.1524	5.2334	3.4973	-999.2500
249.6307	65.8981	35.7249	1.0898	5.0644	3.8372	-999.2500
249.7831	65.8208	35.8542	1.1410	4.8057	3.7789	-999.2500
249.9355	66.7569	33.5462	1.0667	4.5017	4.1712	-999.2500
250.0879	66.1291	32.2256	1.0247	4.3249	4.2686	-999.2500
250.2403	67.1225	31.8877	1.0349	4.1567	4.4496	-999.2500
250.3927	67.6454	32.5892	1.0302	4.4086	4.4198	-999.2500
250.5451	70.5661	32.4739	1.0763	4.1024	4.8146	-999.2500
250.6975	70.1430	31.1410	1.0295	3.9494	4.8953	-999.2500
250.8499	69.8782	29.7843	1.0115	3.6201	5.1392	-999.2500
251.0023	66.4935	26.9818	0.9124	3.3024	5.0882	-999.2500
251.1547	66.6820	28.8156	0.9901	3.4353	4.9084	-999.2500
251.3071	66.7508	29.5949	0.9889	3.6919	4.8656	-999.2500
251.4595	68.6766	29.7617	0.9725	3.8412	5.1310	-999.2500
251.6119	68.2833	32.1590	1.0830	3.9622	4.7227	-999.2500
251.7643	68.1670	31.6082	1.0745	3.8355	4.8275	-999.2500
251.9167	67.5726	30.6771	1.0273	3.8139	4.9406	-999.2500
252.0691	67.6549	31.8393	1.0708	3.9316	4.7772	-999.2500
252.2215	67.4552	33.4871	1.0853	4.3747	4.5037	-999.2500
252.3739	66.9645	33.8395	1.1107	4.3393	4.4572	-999.2500
252.5263	66.7268	33.7980	1.0785	4.5147	4.4278	-999.2500
252.6787	66.8448	35.6135	1.0904	5.0264	4.2325	-999.2500
252.8311	67.5162	35.9094	1.0819	5.1708	4.2567	-999.2500
252.9835	68.7996	36.6538	1.1473	5.0268	4.3160	-999.2500
253.1359	69.0732	38.6730	1.1809	5.4772	4.0368	-999.2500
253.2883	68.9807	37.3167	1.0978	5.5291	4.2507	-999.2500
253.4407	67.6506	36.6084	1.0290	5.7048	4.1601	-999.2500
253.5931	68.7763	39.4300	1.0619	6.4161	3.9405	-999.2500
253.7455	68.6183	40.7107	1.0516	6.8863	3.7852	-999.2500
253.8979	68.8508	42.1260	1.0477	7.3626	3.6657	-999.2500
254.0503	67.0186	42.7197	0.9987	7.8390	3.3676	-999.2500
254.2027	66.2342	44.9887	1.0242	8.4168	2.9557	-999.2500
254.3551	65.8609	45.0974	1.0018	8.5829	2.8904	-999.2500
254.5075	65.5357	46.0728	0.9796	9.0253	2.7359	-999.2500
254.6599	65.5612	48.1328	0.9583	9.8099	2.4640	-999.2500
254.8123	65.6771	48.7556	0.9472	10.0740	2.4341	-999.2500
254.9647	65.8208	51.1619	0.9690	10.7173	2.1453	-999.2500
255.1171	65.9081	53.3710	1.0118	11.1744	1.8898	-999.2500
255.2695	65.9072	53.3703	1.0118	11.1743	1.8898	-999.2500
255.4219	65.9235	53.3835	1.0121	11.1770	1.8903	-999.2500
255.5743	65.9294	53.3882	1.0122	11.1781	1.8904	-999.2500
255.7267	66.1775	53.5892	1.0160	11.2202	1.8976	-999.2500
255.8791	66.1328	53.5530	1.0153	11.2127	1.8963	-999.2500
256.0315	66.1499	53.5668	1.0156	11.2155	1.8968	-999.2500
256.1839	65.9517	53.4064	1.0125	11.1818	1.8911	-999.2500
256.3363	66.1498	53.5668	1.0155	11.2154	1.8967	-999.2500
256.4887	66.3075	53.6944	1.0180	11.2421	1.9012	-999.2500
256.6411	65.8642	53.3354	1.0112	11.1669	1.8885	-999.2500
256.7935	65.3912	52.9524	1.0039	11.0866	1.8750	-999.2500
256.9459	64.9822	52.6212	0.9976	11.0173	1.8632	-999.2500
257.0983	65.2890	52.8697	1.0023	11.0693	1.8720	-999.2500
257.2507	65.6339	53.1489	1.0076	11.1279	1.8819	-999.2500
257.4031	65.7214	53.2198	1.0090	11.1429	1.8845	-999.2500
257.5555	65.7957	53.2800	1.0101	11.1557	1.8866	-999.2500
257.7079	65.7914	53.2765	1.0101	11.1552	1.8866	-999.2500
257.8603	66.3292	53.7121	1.0184	11.2467	1.9020	-999.2500
258.0127	67.3710	54.5557	1.0344	11.4237	1.9320	-999.2500
258.1651	68.3763	55.3697	1.0499	11.5945	1.9609	-999.2500
258.3175	68.9505	55.8347	1.0587	11.6923	1.9774	-999.2500
258.4699	68.9857	55.8632	1.0593	11.6987	1.9785	-999.2500
258.6223	69.3435	56.1529	1.0648	11.7598	1.9888	-999.2500
258.7747	69.9174	56.6177	1.0737	11.8574	2.0053	-999.2500
258.9271	70.7708	57.3087	1.0868	12.0024	2.0298	-999.2500
259.0795	71.3370	57.7672	1.0955	12.0985	2.0461	-999.2500
259.2319	71.7620	58.1114	1.1020	12.1707	2.0583	-999.2500
259.3843	71.2485	57.6955	1.0942	12.0837	2.0436	-999.2500
259.5367	70.7918	57.3257	1.0872	12.0064	2.0305	-999.2500
259.6891	70.4678	57.0633	1.0822	11.9515	2.0212	-999.2500
259.8415	70.6532	57.2135	1.0851	11.9830	2.0266	-999.2500
259.9939	70.7339	57.2789	1.0863	11.9967	2.0289	-999.2500
260.1463	70.7462	57.2888	1.0865	11.9986	2.0292	-999.2500
260.2987	70.8103	57.3407	1.0874	12.0093	2.0310	-999.2500
260.4511	71.0976	57.5734	1.0918	12.0579	2.0392	-999.2500
260.6035	71.1285	57.5984	1.0923	12.0628	2.0401	-999.2500
260.7559	70.9301	57.4378	1.0892	12.0289	2.0343	-999.2500
260.9083	70.1134	56.7764	1.0766	11.8900	2.0108	-999.2500
261.0607	68.8121	55.7226	1.0566	11.6689	1.9734	-999.2500
261.2131	67.6945	54.8176	1.0394	11.4791	1.9413	-999.2500
261.3655	66.8123	54.1032	1.0258	11.3291	1.9160	-999.2500
261.5179	66.1988	53.6064	1.0164	11.2246	1.8983	-999.2500
261.6703	65.6332	53.1484	1.0077	11.1283	1.8820	-999.2500
261.8227	65.3203	52.8950	1.0028	11.0749	1.8730	-999.2500
261.9751	65.4340	52.9871	1.0045	11.0939	1.8762	-999.2500
262.1275	65.5242	53.0601	1.0059	11.1090	1.8787	-999.2500
262.2799	65.3951	52.9556	1.0039	11.0871	1.8750	-999.2500
262.4323	65.1402	52.7492	1.0000	11.0439	1.8677	-999.2500
262.5847	64.9060	52.5595	0.9964	11.0042	1.8610	-999.2500
262.7371	64.8915	52.5478	0.9962	11.0018	1.8606	-999.2500
262.8895	65.4027	52.9618	1.0041	11.0886	1.8753	-999.2500
263.0419	65.9879	53.4356	1.0130	11.1878	1.8921	-999.2500
263.1943	66.4397	53.8015	1.0200	11.2645	1.9050	-999.2500
263.3467	66.3983	53.7680	1.0194	11.2575	1.9039	-999.2500
263.4991	66.2894	53.6798	1.0177	11.2391	1.9007	-999.2500
263.6515	66.2715	53.6652	1.0174	11.2361	1.9002	-999.2500
263.8039	66.2466	53.6451	1.0170	11.2320	1.8995	-999.2500
263.9563	66.0272	53.4675	1.0137	11.1948	1.8932	-999.2500
264.1087	65.7306	53.2273	1.0091	11.1445	1.8847	-999.2500
264.2611	65.5934	53.1162	1.0070	11.1213	1.8808	-999.2500
264.4135	65.7327	53.2289	1.0092	11.1451	1.8848	-999.2500
264.5659	65.9245	53.3843	1.0121	11.1777	1.8904	-999.2500
264.7183	66.2659	53.6607	1.0174	11.2358	1.9002	-999.2500
264.8707	66.9161	54.1873	1.0274	11.3462	1.9189	-999.2500
265.0231	67.5758	54.7215	1.0375	11.4582	1.9378	-999.2500
265.1755	68.0580	55.1120	1.0449	11.5400	1.9516	-999.2500
265.3279	68.2936	55.3028	1.0486	11.5799	1.9584	-999.2500
265.4803	68.3846	55.3764	1.0499	11.5953	1.9610	-999.2500
265.6327	68.2986	55.3068	1.0484	11.5786	1.9582	-999.2500
265.7851	67.4416	54.6128	1.0350	11.4307	1.9331	-999.2500
265.9375	66.4294	53.7932	1.0192	11.2562	1.9036	-999.2500
266.0899	65.3055	52.8830	1.0017	11.0624	1.8709	-999.2500
266.2423	56.2034	45.5123	0.8618	9.5174	1.6096	-999.2500
266.3947	45.8383	37.1189	0.7026	7.7593	1.3122	-999.2500
